Uniprot Entry,Accession Name,Name,Organism,Biological Process Label,Brain Part,Molecular Function Label,Cellular Component Label
P14206,RSSA_MOUSE,40S ribosomal protein SA {ECO:0000255|HAMAP-Rule:MF_03016},Mus musculus (Mouse),"GO:0008152, GO:0009987, GO:0032502, GO:0022610",Olfactory_balb,"GO:0005488, GO:0005198","GO:0016020, GO:1990904, GO:0043226, GO:0030312, GO:0030054, GO:0005622, GO:0044297"
Q99KB8,GLO2_MOUSE,"Hydroxyacylglutathione hydrolase, mitochondrial",Mus musculus (Mouse),"GO:0008152, GO:0009987",Olfactory_balb,"GO:0003824, GO:0005488","GO:0031974, GO:0043226, GO:0005622"
P11983,TCPA_MOUSE,T-complex protein 1 subunit alpha,Mus musculus (Mouse),"GO:0051179, GO:0044419, GO:0009987, GO:0065007, GO:0022414",Olfactory_balb,GO:0005488,"GO:0043226, GO:0005815, GO:0000785, GO:0101031, GO:0005622, GO:0099080"
Q9R0P9,FT,Ubiquitin carboxyl-terminal hydrolase isozyme L1,Mus musculus (Mouse),"GO:0008152, GO:0050896, GO:0007610, GO:0051179, GO:0009987, GO:0032501, GO:0065007, GO:0032502",Olfactory_balb,"GO:0003824, GO:0005488","GO:0016020, GO:0005737, GO:0044297, GO:0042995"
Q8BMF4,ODP2_MOUSE,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial",Mus musculus (Mouse),"GO:0008152, GO:0009987, GO:0032501",Olfactory_balb,"GO:0003824, GO:0005488","GO:0098798, GO:1902494, GO:0043226, GO:0005622"
P14152,MDHC_MOUSE,"Malate dehydrogenase, cytoplasmic",Mus musculus (Mouse),"GO:0008152, GO:0009987",Olfactory_balb,"GO:0003824, GO:0005488","GO:0043226, GO:0005622"
Q9Z2U1,PSA5_MOUSE,Proteasome subunit alpha type-5,Mus musculus (Mouse),"GO:0008152, GO:0009987",Olfactory_balb,GO:0003824,"GO:1902494, GO:0140535, GO:0043226, GO:0005622"
Q99J99,FT,3-mercaptopyruvate sulfurtransferase,Mus musculus (Mouse),"GO:0008152, GO:0009987, GO:0032502",Olfactory_balb,"GO:0003824, GO:0005488","GO:0016020, GO:0043226, GO:0042995, GO:0030054, GO:0005622"
Q9DCS9,NDUBA_MOUSE,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10,Mus musculus (Mouse),GO:0009987,Olfactory_balb,,"GO:0016020, GO:1902494, GO:0098798, GO:0098796, GO:0043226, GO:0005622"
Q04447,KCRB_MOUSE,Creatine kinase B-type,Mus musculus (Mouse),"GO:0008152, GO:0009987, GO:0032502, GO:0065007",Olfactory_balb,"GO:0003824, GO:0005488","GO:0044297, GO:0043226, GO:0005622, GO:0042995"
Q3UGR5,HDHD2_MOUSE,Haloacid dehalogenase-like hydrolase domain-containing protein 2,Mus musculus (Mouse),"GO:0008152, GO:0009987",Olfactory_balb,"GO:0003824, GO:0005488",
P07724,FT,Albumin,Mus musculus (Mouse),"GO:0050896, GO:0009987, GO:0065007, GO:0051179",Olfactory_balb,GO:0005488,"GO:0043226, GO:0005622, GO:0030312"
P05064,ALDOA_MOUSE,Fructose-bisphosphate aldolase A,Mus musculus (Mouse),"GO:0008152, GO:0009987, GO:0032501, GO:0065007, GO:0022414",Olfactory_balb,"GO:0003824, GO:0005488","GO:0016020, GO:0000785, GO:0043226, GO:0005622"
Q9CR68,FT,"Cytochrome b-c1 complex subunit Rieske, mitochondrial",Mus musculus (Mouse),"GO:0009987, GO:0008152, GO:0050896",Olfactory_balb,"GO:0003824, GO:0005488","GO:0098798, GO:0016020, GO:1902494, GO:0098796, GO:0043226, GO:0070069, GO:0005622, GO:0031224"
P20152,VIME_MOUSE,Vimentin,Mus musculus (Mouse),"GO:0050896, GO:0009987, GO:0032502, GO:0065007",Olfactory_balb,"GO:0005488, GO:0005198","GO:0016020, GO:1990904, GO:0043226, GO:0042995, GO:0005622, GO:0099080"
P61979,HNRPK_MOUSE,Heterogeneous nuclear ribonucleoprotein K,Mus musculus (Mouse),"GO:0008152, GO:0050896, GO:0009987, GO:0065007, GO:0022414, GO:0032502",Olfactory_balb,GO:0005488,"GO:1902494, GO:1990904, GO:0043226, GO:0098793, GO:0044306, GO:0140513, GO:0042995, GO:0098794, GO:0005737, GO:0030054, GO:0005622, GO:0099080"
P55264,ADK_MOUSE,Adenosine kinase,Mus musculus (Mouse),"GO:0008152, GO:0009987, GO:0065007",Olfactory_balb,"GO:0003824, GO:0005488","GO:0043226, GO:0005622"
P10649,GSTM1_MOUSE,Glutathione S-transferase Mu 1 {ECO:0000305},Mus musculus (Mouse),"GO:0050896, GO:0008152, GO:0009987",Olfactory_balb,"GO:0003824, GO:0005488",
P17563,SBP1_MOUSE,Methanethiol oxidase {ECO:0000303|PubMed:29255262},Mus musculus (Mouse),"GO:0009987, GO:0051179, GO:0032502",Olfactory_balb,"GO:0003824, GO:0005488","GO:0043226, GO:0005622"
Q9D6J6,NDUV2_MOUSE,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial",Mus musculus (Mouse),"GO:0008152, GO:0009987, GO:0032502",Olfactory_balb,"GO:0003824, GO:0005488","GO:0098798, GO:1902494, GO:0098796, GO:0043226, GO:0005622"
P31938,MP2K1_MOUSE,Dual specificity mitogen-activated protein kinase kinase 1,Mus musculus (Mouse),"GO:0008152, GO:0050896, GO:0051179, GO:0009987, GO:0040011, GO:0032501, GO:0065007, GO:0022414, GO:0032502",Olfactory_balb,"GO:0003824, GO:0005488, GO:0060090, GO:0098772","GO:0016020, GO:0043226, GO:0042995, GO:0005737, GO:0030054, GO:0005622"
Q61598,GDIB_MOUSE,Rab GDP dissociation inhibitor beta,Mus musculus (Mouse),"GO:0009987, GO:0051179, GO:0065007",Olfactory_balb,"GO:0005488, GO:0098772","GO:0043226, GO:0030054, GO:0005622"
P08553,NFM_MOUSE,Neurofilament medium polypeptide,Mus musculus (Mouse),"GO:0009987, GO:0051179, GO:0065007",Olfactory_balb,GO:0005488,"GO:0043226, GO:0042995, GO:0030054, GO:0005622, GO:0099080"
P19157,GSTP1_MOUSE,Glutathione S-transferase P 1 {ECO:0000305},Mus musculus (Mouse),"GO:0008152, GO:0050896, GO:0009987, GO:0065007, GO:0032502",Olfactory_balb,"GO:0003824, GO:0005488, GO:0016209, GO:0098772","GO:0016020, GO:0043226, GO:0005622"
Q62108,FT,Disks large homolog 4,Mus musculus (Mouse),"GO:0050896, GO:0007610, GO:0051179, GO:0009987, GO:0051703, GO:0022610, GO:0023052, GO:0032501, GO:0065007, GO:0032502",Olfactory_balb,"GO:0005488, GO:0005198","GO:0016020, GO:0098796, GO:0043226, GO:0042995, GO:1990351, GO:0098794, GO:0043235, GO:0005737, GO:0030054, GO:0019898, GO:0005622, GO:0031224"
P17182,ENOA_MOUSE,Alpha-enolase,Mus musculus (Mouse),"GO:0008152, GO:0050896, GO:0009987, GO:0032501, GO:0065007, GO:0032502",Olfactory_balb,"GO:0003824, GO:0140110, GO:0005488","GO:0030427, GO:0016020, GO:1902494, GO:0042995, GO:0005737, GO:0019898"
Q60864,STIP1_MOUSE,Stress-induced-phosphoprotein 1,Mus musculus (Mouse),"GO:0009987, GO:0050896",Olfactory_balb,GO:0005488,"GO:0043226, GO:0005622"
Q99KI0,ACON_MOUSE,"Aconitate hydratase, mitochondrial",Mus musculus (Mouse),"GO:0050896, GO:0008152, GO:0009987, GO:0032502",Olfactory_balb,"GO:0003824, GO:0005488","GO:0043226, GO:0005622"
Q9CPU0,FT,Lactoylglutathione lyase,Mus musculus (Mouse),"GO:0008152, GO:0009987, GO:0032502, GO:0065007",Olfactory_balb,"GO:0003824, GO:0005488",GO:0016020
Q9CWF2,TBB2B_MOUSE,Tubulin beta-2B chain,Mus musculus (Mouse),"GO:0040011, GO:0009987, GO:0065007",Olfactory_balb,"GO:0003824, GO:0005488, GO:0005198","GO:0099080, GO:0043226, GO:0030054, GO:0005622"
P48722,HS74L_MOUSE,Heat shock 70 kDa protein 4L,Mus musculus (Mouse),"GO:0050896, GO:0009987",Olfactory_balb,GO:0005488,"GO:0043226, GO:0005622"
P61982,1433G_MOUSE,14-3-3 protein gamma,Mus musculus (Mouse),"GO:0050896, GO:0009987, GO:0065007, GO:0051179",Olfactory_balb,GO:0005488,"GO:0043226, GO:0030054"
Q61990,PCBP2_MOUSE,Poly(rC)-binding protein 2,Mus musculus (Mouse),"GO:0008152, GO:0050896, GO:0044419, GO:0002376, GO:0009987, GO:0065007",Olfactory_balb,GO:0005488,"GO:0043226, GO:0005622"
P34022,RANG_MOUSE,Ran-specific GTPase-activating protein,Mus musculus (Mouse),"GO:0050896, GO:0009987, GO:0065007, GO:0051179",Olfactory_balb,"GO:0005488, GO:0098772","GO:0043226, GO:0140513, GO:0005815, GO:0005737, GO:0005622"
P80317,TCPZ_MOUSE,T-complex protein 1 subunit zeta,Mus musculus (Mouse),"GO:0009987, GO:0065007, GO:0022414, GO:0051179",Olfactory_balb,GO:0005488,"GO:0101031, GO:0043226, GO:0099080"
P80313,TCPH_MOUSE,T-complex protein 1 subunit eta,Mus musculus (Mouse),"GO:0009987, GO:0065007, GO:0022414, GO:0051179",Olfactory_balb,GO:0005488,"GO:0101031, GO:0099080, GO:0043226, GO:0005622"
P27773,FT,Protein disulfide-isomerase A3,Mus musculus (Mouse),"GO:0050896, GO:0009987, GO:0065007",Olfactory_balb,"GO:0003824, GO:0005488","GO:0016020, GO:0098796, GO:0043226, GO:0031974, GO:0140534, GO:0005622"
Q8R081,HNRPL_MOUSE,Heterogeneous nuclear ribonucleoprotein L,Mus musculus (Mouse),"GO:0008152, GO:0050896, GO:0009987, GO:0048511, GO:0065007",Olfactory_balb,GO:0005488,"GO:0005622, GO:0043226, GO:0099080"
P20029,BIP_MOUSE,Endoplasmic reticulum chaperone BiP {ECO:0000305},Mus musculus (Mouse),"GO:0008152, GO:0050896, GO:0051179, GO:0009987, GO:0048511, GO:0065007, GO:0022414, GO:0032502",Olfactory_balb,"GO:0003824, GO:0005488","GO:0016020, GO:0043226, GO:0140513, GO:0031974, GO:0140534, GO:0005622, GO:0031224"
Q9D154,ILEUA_MOUSE,Leukocyte elastase inhibitor A,Mus musculus (Mouse),"GO:0050896, GO:0009987, GO:0065007",Olfactory_balb,GO:0098772,"GO:0005622, GO:0043226, GO:0099080, GO:0030312"
Q9QZE7,TSNAX_MOUSE,Translin-associated protein X,Mus musculus (Mouse),"GO:0032501, GO:0009987, GO:0022414, GO:0032502",Olfactory_balb,"GO:0003824, GO:0005488","GO:0043226, GO:0005622"
Q3THK7,GUAA_MOUSE,GMP synthase [glutamine-hydrolyzing],Mus musculus (Mouse),"GO:0008152, GO:0009987",Olfactory_balb,"GO:0003824, GO:0005488",
Q9DAK9,PHP14_MOUSE,14 kDa phosphohistidine phosphatase,Mus musculus (Mouse),"GO:0009987, GO:0008152, GO:0065007",Olfactory_balb,"GO:0003824, GO:0005488, GO:0098772",
Q62426,CYTB_MOUSE,Cystatin-B,Mus musculus (Mouse),"GO:0032501, GO:0065007, GO:0007610",Olfactory_balb,"GO:0005488, GO:0098772","GO:0043226, GO:0005622, GO:0030312"
P29758,OAT_MOUSE,"Ornithine aminotransferase, mitochondrial",Mus musculus (Mouse),"GO:0008152, GO:0009987",Olfactory_balb,"GO:0003824, GO:0005488","GO:0031974, GO:0043226, GO:0005622"
P63268,ACTH_MOUSE,"Actin, gamma-enteric smooth muscle",Mus musculus (Mouse),"GO:0032501, GO:0065007",Olfactory_balb,GO:0005488,"GO:0043226, GO:0042995, GO:0005875, GO:0005622, GO:0099080"
Q9CQI3,GMFB_MOUSE,Glia maturation factor beta,Mus musculus (Mouse),"GO:0032501, GO:0009987, GO:0007610, GO:0065007",Olfactory_balb,"GO:0005488, GO:0098772",
Q3UB69,ATPB_MOUSE,"ATP synthase subunit beta, mitochondrial {ECO:0000305}",Mus musculus (Mouse),"GO:0008152, GO:0050896, GO:0051179, GO:0009987, GO:0065007, GO:0032502",Olfactory_balb,"GO:0003824, GO:0038024, GO:0005488, GO:0005215","GO:0016020, GO:0098798, GO:0098796, GO:0043226, GO:0140534, GO:0009295, GO:0005622"
Q9WUD1,CHIP_MOUSE,STIP1 homology and U box-containing protein 1 {ECO:0000305},Mus musculus (Mouse),"GO:0050896, GO:0009987, GO:0008152, GO:0065007",Olfactory_balb,"GO:0003824, GO:0005488, GO:0060090","GO:1902494, GO:0140535, GO:0043226, GO:0005622"
Q8BH95,ECHM_MOUSE,"Enoyl-CoA hydratase, mitochondrial {ECO:0000305}",Mus musculus (Mouse),"GO:0008152, GO:0009987",Olfactory_balb,GO:0003824,"GO:0031974, GO:0043226, GO:0005622"
Q91VD9,NDUS1_MOUSE,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial",Mus musculus (Mouse),"GO:0008152, GO:0009987, GO:0065007",Olfactory_balb,"GO:0003824, GO:0005488","GO:0098798, GO:1902494, GO:0098796, GO:0043226, GO:0031974, GO:0005622"
P47757,CAPZB_MOUSE,F-actin-capping protein subunit beta,Mus musculus (Mouse),"GO:0009987, GO:0032502, GO:0065007",Olfactory_balb,GO:0005488,"GO:0043226, GO:0042995, GO:0098794, GO:0098862, GO:0030054, GO:0005622, GO:0044297"
P46471,PRS7_MOUSE,26S proteasome regulatory subunit 7,Mus musculus (Mouse),"GO:0009987, GO:0008152, GO:0065007",Olfactory_balb,"GO:0003824, GO:0005488","GO:1902494, GO:0140535, GO:0043226, GO:0042995, GO:0098794, GO:0005622, GO:0099080"
Q9DB05,SNAA_MOUSE,Alpha-soluble NSF attachment protein,Mus musculus (Mouse),"GO:0051179, GO:0009987, GO:0023052, GO:0065007, GO:0032502",Olfactory_balb,"GO:0005488, GO:0060090","GO:0016020, GO:0098796, GO:0030054"
P47738,ALDH2_MOUSE,"Aldehyde dehydrogenase, mitochondrial",Mus musculus (Mouse),"GO:0008152, GO:0050896, GO:0007610, GO:0009987, GO:0098754, GO:0032501, GO:0065007",Olfactory_balb,"GO:0003824, GO:0005488","GO:0031974, GO:0043226, GO:0005622"
O89053,COR1A_MOUSE,Coronin-1A,Mus musculus (Mouse),"GO:0050896, GO:0051179, GO:0002376, GO:0009987, GO:0022610, GO:0040011, GO:0065007",Olfactory_balb,GO:0005488,"GO:0016020, GO:0043226, GO:0042995, GO:0030054, GO:0005622, GO:0099080"
Q61316,HSP74_MOUSE,Heat shock 70 kDa protein 4,Mus musculus (Mouse),"GO:0050896, GO:0009987, GO:0065007, GO:0051179",Olfactory_balb,GO:0005488,"GO:0043226, GO:0005622"
O35639,ANXA3_MOUSE,Annexin A3,Mus musculus (Mouse),"GO:0050896, GO:0051179, GO:0044419, GO:0002376, GO:0009987, GO:0065007, GO:0032502",Olfactory_balb,"GO:0005488, GO:0098772","GO:0016020, GO:0043226, GO:0042995, GO:0030312, GO:0044297"
P47754,CAZA2_MOUSE,F-actin-capping protein subunit alpha-2,Mus musculus (Mouse),"GO:0009987, GO:0065007",Olfactory_balb,GO:0005488,"GO:0098862, GO:0043226, GO:0005622"
P24529,TY3H_MOUSE,Tyrosine 3-monooxygenase,Mus musculus (Mouse),"GO:0008152, GO:0050896, GO:0007610, GO:0051179, GO:0009987, GO:0051703, GO:0032501, GO:0023052, GO:0048511, GO:0065007, GO:0022414, GO:0032502",Olfactory_balb,"GO:0003824, GO:0005488","GO:0016020, GO:0043226, GO:0098793, GO:0042995, GO:0098552, GO:0005622, GO:0044297"
P00920,CAH2_MOUSE,Carbonic anhydrase 2,Mus musculus (Mouse),"GO:0008152, GO:0050896, GO:0051179, GO:0009987, GO:0065007, GO:0032502",Olfactory_balb,"GO:0003824, GO:0005488","GO:0016020, GO:0042995"
P68510,1433F_MOUSE,14-3-3 protein eta,Mus musculus (Mouse),"GO:0009987, GO:0008152, GO:0065007, GO:0051179",Olfactory_balb,"GO:0005488, GO:0098772","GO:0016020, GO:0030054"
Q9DCW4,ETFB_MOUSE,Electron transfer flavoprotein subunit beta {ECO:0000305},Mus musculus (Mouse),"GO:0008152, GO:0009987",Olfactory_balb,"GO:0003824, GO:0005488","GO:0098798, GO:1902494, GO:0043226, GO:0031974, GO:0005622"
P80314,TCPB_MOUSE,T-complex protein 1 subunit beta,Mus musculus (Mouse),"GO:0009987, GO:0065007, GO:0022414, GO:0051179",Olfactory_balb,GO:0005488,"GO:0101031, GO:0099080"
P11404,FABPH_MOUSE,"Fatty acid-binding protein, heart",Mus musculus (Mouse),"GO:0008152, GO:0050896, GO:0051179, GO:0009987, GO:0065007",Olfactory_balb,"GO:0005488, GO:0005215",GO:0005737
P49722,PSA2_MOUSE,Proteasome subunit alpha type-2,Mus musculus (Mouse),"GO:0008152, GO:0009987",Olfactory_balb,GO:0003824,"GO:1902494, GO:0140535, GO:0043226, GO:0005622, GO:0099080"
O88844,IDHC_MOUSE,Isocitrate dehydrogenase [NADP] cytoplasmic,Mus musculus (Mouse),"GO:0008152, GO:0050896, GO:0009987, GO:0065007, GO:0022414, GO:0032502",Olfactory_balb,"GO:0003824, GO:0005488","GO:0043226, GO:0005622"
P58252,EF2_MOUSE,Elongation factor 2,Mus musculus (Mouse),"GO:0008152, GO:0050896, GO:0009987, GO:0032501, GO:0065007, GO:0032502",Olfactory_balb,"GO:0003824, GO:0005488, GO:0045182","GO:0016020, GO:1990904, GO:0043226, GO:0005622"
Q9R1P0,PSA4_MOUSE,Proteasome subunit alpha type-4,Mus musculus (Mouse),"GO:0008152, GO:0009987",Olfactory_balb,GO:0003824,"GO:1902494, GO:0140535, GO:0043226, GO:0005622, GO:0099080"
Q64727,VINC_MOUSE,Vinculin,Mus musculus (Mouse),"GO:0051179, GO:0009987, GO:0022610, GO:0065007, GO:0032502, GO:0040007",Olfactory_balb,GO:0005488,"GO:0016020, GO:0043226, GO:0098862, GO:0030054, GO:0005622"
Q9CQV8,1433B_MOUSE,14-3-3 protein beta/alpha,Mus musculus (Mouse),"GO:0009987, GO:0065007, GO:0051179",Olfactory_balb,GO:0005488,"GO:0005667, GO:0043226, GO:0005622"
Q61792,LASP1_MOUSE,LIM and SH3 domain protein 1,Mus musculus (Mouse),GO:0051179,Olfactory_balb,"GO:0005488, GO:0005215","GO:0043226, GO:0030054, GO:0005622"
Q9R1P4,PSA1_MOUSE,Proteasome subunit alpha type-1,Mus musculus (Mouse),"GO:0008152, GO:0009987, GO:0065007",Olfactory_balb,"GO:0003824, GO:0005488","GO:1902494, GO:0140535, GO:0043226, GO:0005815, GO:0005622"
O08599,STXB1_MOUSE,Syntaxin-binding protein 1,Mus musculus (Mouse),"GO:0050896, GO:0051179, GO:0009987, GO:0022610, GO:0023052, GO:0065007, GO:0022414, GO:0032502",Olfactory_balb,GO:0005488,"GO:0016020, GO:0043226, GO:0042995, GO:0030054, GO:0019898, GO:0005622"
Q9D8Y0,EFHD2_MOUSE,EF-hand domain-containing protein D2,Mus musculus (Mouse),,Olfactory_balb,GO:0005488,GO:0016020
Q9CZU6,CISY_MOUSE,"Citrate synthase, mitochondrial",Mus musculus (Mouse),"GO:0008152, GO:0009987",Olfactory_balb,GO:0003824,"GO:0031974, GO:0043226, GO:0005622"
Q9JM14,NT5C_MOUSE,"5'(3')-deoxyribonucleotidase, cytosolic type",Mus musculus (Mouse),"GO:0008152, GO:0009987",Olfactory_balb,"GO:0003824, GO:0005488","GO:0043226, GO:0005622"
P99026,PSB4_MOUSE,Proteasome subunit beta type-4,Mus musculus (Mouse),"GO:0008152, GO:0009987, GO:0065007",Olfactory_balb,"GO:0003824, GO:0005488","GO:1902494, GO:0140535, GO:0043226, GO:0005815, GO:0005622"
P70296,PEBP1_MOUSE,Phosphatidylethanolamine-binding protein 1,Mus musculus (Mouse),"GO:0050896, GO:0007610, GO:0009987, GO:0065007, GO:0022414, GO:0032502",Olfactory_balb,"GO:0005488, GO:0098772","GO:0016020, GO:0043226, GO:0098793, GO:0044306, GO:0042995, GO:0005622, GO:0044297"
P61922,FT,"4-aminobutyrate aminotransferase, mitochondrial",Mus musculus (Mouse),"GO:0008152, GO:0050896, GO:0007610, GO:0051704, GO:0009987, GO:0032501, GO:0065007, GO:0022414, GO:0032502",Olfactory_balb,"GO:0003824, GO:0005488","GO:1902494, GO:0140535, GO:0043226, GO:0042995, GO:0031974, GO:0005622"
P45376,ALDR_MOUSE,Aldo-keto reductase family 1 member B1,Mus musculus (Mouse),"GO:0008152, GO:0050896, GO:0009987, GO:0032501, GO:0065007, GO:0022414, GO:0032502",Olfactory_balb,GO:0003824,"GO:0043226, GO:0042995, GO:0005737, GO:0030054, GO:0005622"
Q5M8N0,CNRP1_MOUSE,CB1 cannabinoid receptor-interacting protein 1,Mus musculus (Mouse),GO:0065007,Olfactory_balb,GO:0005488,GO:0016020
Q8CDN6,FT,Thioredoxin-like protein 1,Mus musculus (Mouse),,Olfactory_balb,GO:0003824,"GO:1902494, GO:0140535, GO:0043226, GO:0005622"
Q99PT1,GDIR1_MOUSE,Rho GDP-dissociation inhibitor 1,Mus musculus (Mouse),"GO:0050896, GO:0009987, GO:0065007",Olfactory_balb,"GO:0005488, GO:0098772","GO:0043226, GO:0030054, GO:0005622"
Q9DB20,ATPO_MOUSE,"ATP synthase subunit O, mitochondrial {ECO:0000305}",Mus musculus (Mouse),"GO:0050896, GO:0008152, GO:0009987, GO:0051179",Olfactory_balb,"GO:0003824, GO:0005488, GO:0005215","GO:0098798, GO:0016020, GO:0098796, GO:0043226, GO:0005622"
Q9D0M3,CY1_MOUSE,"Cytochrome c1, heme protein, mitochondrial",Mus musculus (Mouse),"GO:0050896, GO:0008152, GO:0009987, GO:0051179",Olfactory_balb,"GO:0003824, GO:0005488","GO:0016020, GO:1902494, GO:0098798, GO:0098796, GO:0043226, GO:0070069, GO:0005622, GO:0031224"
O08709,PRDX6_MOUSE,Peroxiredoxin-6,Mus musculus (Mouse),"GO:0008152, GO:0050896, GO:0009987, GO:0098754, GO:0065007",Olfactory_balb,"GO:0003824, GO:0005488, GO:0016209","GO:0043226, GO:0005622"
P38647,GRP75_MOUSE,"Stress-70 protein, mitochondrial",Mus musculus (Mouse),"GO:0008152, GO:0050896, GO:0051179, GO:0009987, GO:0065007, GO:0032502",Olfactory_balb,"GO:0003824, GO:0005488","GO:0009295, GO:0031974, GO:0043226, GO:0005622"
P09103,FT,Protein disulfide-isomerase,Mus musculus (Mouse),"GO:0050896, GO:0009987, GO:0008152, GO:0065007",Olfactory_balb,"GO:0003824, GO:0005488","GO:1902494, GO:0043226, GO:0042995, GO:0031974, GO:0098552, GO:0140534, GO:0005622"
P70333,HNRH2_MOUSE,Heterogeneous nuclear ribonucleoprotein H2,Mus musculus (Mouse),GO:0065007,Olfactory_balb,GO:0005488,GO:0043226
P14211,FT,Calreticulin,Mus musculus (Mouse),"GO:0050896, GO:0051179, GO:0009987, GO:0065007, GO:0022414, GO:0032502",Olfactory_balb,GO:0005488,"GO:0016020, GO:0098796, GO:0043226, GO:1990904, GO:0031974, GO:0098552, GO:0030312, GO:0140534, GO:0005622, GO:0031975"
Q91VJ5,PQBP1_MOUSE,Polyglutamine-binding protein 1,Mus musculus (Mouse),"GO:0008152, GO:0050896, GO:0044419, GO:0002376, GO:0009987, GO:0065007",Olfactory_balb,GO:0005488,"GO:0016604, GO:0043226, GO:0042995, GO:0005815, GO:0005622, GO:0099080"
Q3UM45,PP1R7_MOUSE,Protein phosphatase 1 regulatory subunit 7,Mus musculus (Mouse),"GO:0009987, GO:0065007",Olfactory_balb,,"GO:0043226, GO:0005622"
P68254,1433T_MOUSE,14-3-3 protein theta,Mus musculus (Mouse),"GO:0009987, GO:0051179, GO:0065007",Olfactory_balb,GO:0005488,GO:0030054
P02088,HBB1_MOUSE,Hemoglobin subunit beta-1,Mus musculus (Mouse),"GO:0008152, GO:0051179, GO:0009987, GO:0098754, GO:0065007, GO:0032502",Olfactory_balb,"GO:0140104, GO:0005488",
Q9D6R2,IDH3A_MOUSE,"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial",Mus musculus (Mouse),"GO:0008152, GO:0009987",Olfactory_balb,"GO:0003824, GO:0005488","GO:0043226, GO:0005622"
P26043,RADI_MOUSE,Radixin,Mus musculus (Mouse),"GO:0050896, GO:0051179, GO:0009987, GO:0065007, GO:0032502",Olfactory_balb,GO:0005488,"GO:0016020, GO:0043226, GO:0042995, GO:0030054, GO:0005622, GO:0060187"
Q62420,SH3G2_MOUSE,Endophilin-A1 {ECO:0000303|PubMed:21849472},Mus musculus (Mouse),"GO:0050896, GO:0051179, GO:0009987, GO:0032501, GO:0065007, GO:0032502, GO:0040007",Olfactory_balb,GO:0005488,"GO:0016020, GO:0043226, GO:0042995, GO:0005829, GO:0030054, GO:0044297"
Q91XH2,SEPT6_MOUSE,Septin-6,Mus musculus (Mouse),"GO:0009987, GO:0051179, GO:0032502, GO:0022414",Olfactory_balb,"GO:0003824, GO:0005488","GO:0016020, GO:0043226, GO:0098793, GO:0044306, GO:0005622, GO:0099080"
Q93092,TALDO_MOUSE,Transaldolase,Mus musculus (Mouse),"GO:0008152, GO:0009987",Olfactory_balb,"GO:0003824, GO:0005488","GO:0043226, GO:0005622"
P60335,PCBP1_MOUSE,Poly(rC)-binding protein 1,Mus musculus (Mouse),"GO:0044419, GO:0008152, GO:0065007, GO:0009987",Olfactory_balb,"GO:0140110, GO:0005488, GO:0045182","GO:0005622, GO:0016604, GO:0043226, GO:0099080"
Q8C1A5,THOP1_MOUSE,Thimet oligopeptidase,Mus musculus (Mouse),"GO:0008152, GO:0009987, GO:0065007",Olfactory_balb,"GO:0003824, GO:0005488",GO:0031974
P26638,SYSC_MOUSE,"Serine--tRNA ligase, cytoplasmic",Mus musculus (Mouse),"GO:0009987, GO:0008152, GO:0065007",Olfactory_balb,"GO:0003824, GO:0005488","GO:0043226, GO:0005622"
Q61171,FT,Peroxiredoxin-2,Mus musculus (Mouse),"GO:0008152, GO:0050896, GO:0002376, GO:0009987, GO:0098754, GO:0032501, GO:0065007, GO:0032502",Olfactory_balb,"GO:0003824, GO:0005488, GO:0016209","GO:0043226, GO:0005622"
Q64010,CRK_MOUSE,Adapter molecule crk,Mus musculus (Mouse),"GO:0008152, GO:0050896, GO:0044419, GO:0002376, GO:0009987, GO:0040011, GO:0065007, GO:0032502",Olfactory_balb,"GO:0005488, GO:0060090","GO:0016020, GO:0043226, GO:0005622"
Q9JKK7,TMOD2_MOUSE,Tropomodulin-2,Mus musculus (Mouse),"GO:0007610, GO:0009987, GO:0032501, GO:0023052, GO:0065007, GO:0032502",Olfactory_balb,GO:0005488,"GO:0030427, GO:0036379, GO:0043226, GO:0042995, GO:0030054, GO:0005622, GO:0099080"
P50396,GDIA_MOUSE,Rab GDP dissociation inhibitor alpha,Mus musculus (Mouse),"GO:0050896, GO:0009987, GO:0051179, GO:0065007",Olfactory_balb,"GO:0005488, GO:0098772","GO:0044297, GO:0043226, GO:0005622, GO:0042995"
