Uniprot Entry,Accession Name,Protein Name,Organism,Brain Parts,Biological Process,Molecular Function,Cellular Component
Q8CI08,SLAI2_MOUSE,SLAIN motif-containing protein 2,Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q8VC70,RBMS2_MOUSE,"RNA-binding motif, single-stranded-interacting protein 2",Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q8R1F1,NIBA2_MOUSE,Protein Niban 2 (Meg-3) (Niban-like protein 1) (Protein FAM129B),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
P21958,TAP1_MOUSE,Antigen peptide transporter 1 (APT1) (EC 7.4.2.-) (ATP-binding cassette sub-family B member 2) (Histocompatibility antigen modifier 1) (Peptide transporter TAP1),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q8R5A3,AB1IP_MOUSE,Amyloid beta A4 precursor protein-binding family B member 1-interacting protein (APBB1-interacting protein 1) (Proline-rich EVH1 ligand 1) (PREL-1) (Proline-rich protein 48),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
P53995,APC1_MOUSE,Anaphase-promoting complex subunit 1 (APC1) (Cyclosome subunit 1) (Mitotic checkpoint regulator) (Testis-specific gene 24 protein),Mus musculus (Mouse),"['Olfactory Bulb', 'Cerebellum', 'Medulla']",[],[],[]
Q9DBG1,CP27A_MOUSE,"Sterol 26-hydroxylase, mitochondrial (EC 1.14.15.15) (5-beta-cholestane-3-alpha,7-alpha,12-alpha-triol 26-hydroxylase) (Cytochrome P-450C27/25) (Cytochrome P450 27) (Sterol 27-hydroxylase) (Vitamin D(3) 25-hydroxylase)",Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q65CL1,CTNA3_MOUSE,Catenin alpha-3 (Alpha T-catenin) (Cadherin-associated protein),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q3UH68,LIMC1_MOUSE,LIM and calponin homology domains-containing protein 1,Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
P02468,LAMC1_MOUSE,Laminin subunit gamma-1 (Laminin B2 chain) (Laminin-1 subunit gamma) (Laminin-10 subunit gamma) (Laminin-11 subunit gamma) (Laminin-2 subunit gamma) (Laminin-3 subunit gamma) (Laminin-4 subunit gamma) (Laminin-6 subunit gamma) (Laminin-7 subunit gamma) (Laminin-8 subunit gamma) (Laminin-9 subunit gamma) (S-laminin subunit gamma) (S-LAM gamma),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q8BRG8,TM209_MOUSE,Transmembrane protein 209,Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
P13634,CAH1_MOUSE,Carbonic anhydrase 1 (EC 4.2.1.1) (Carbonate dehydratase I) (Carbonic anhydrase I) (CA-I),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
P70268,PKN1_MOUSE,Serine/threonine-protein kinase N1 (EC 2.7.11.13) (Protein kinase C-like 1) (Protein kinase C-like PKN) (Protein-kinase C-related kinase 1) (Serine-threonine protein kinase N),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q9D4J1,EFHD1_MOUSE,EF-hand domain-containing protein D1 (EF-hand domain-containing protein 1) (Mitocalcin) (Swiprosin-2),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
P39447,ZO1_MOUSE,Tight junction protein ZO-1 (Tight junction protein 1) (Zona occludens protein 1) (Zonula occludens protein 1),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q91W98,S15A4_MOUSE,Solute carrier family 15 member 4 (Peptide/histidine transporter 1),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q3TRM4,PLPL6_MOUSE,Patatin-like phospholipase domain-containing protein 6 (Neuropathy target esterase) (EC 3.1.1.5),Mus musculus (Mouse),"['Olfactory Bulb', 'Medulla']",[],[],[]
Q60866,PTER_MOUSE,Phosphotriesterase-related protein (EC 3.1.-.-) (Parathion hydrolase-related protein),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q921C5,BICD2_MOUSE,Protein bicaudal D homolog 2 (Bic-D 2),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q62313,TGON1_MOUSE,Trans-Golgi network integral membrane protein 1 (TGN38A),Mus musculus (Mouse),"['Olfactory Bulb', 'Hippocampus']",[],[],[]
Q62314,TGON2_MOUSE,Trans-Golgi network integral membrane protein 2 (TGN38B),Mus musculus (Mouse),"['Olfactory Bulb', 'Hippocampus']",[],[],[]
P26039,TLN1_MOUSE,Talin-1,Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q9D3S3,SNX29_MOUSE,Sorting nexin-29,Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
E9Q394,AKP13_MOUSE,A-kinase anchor protein 13 (AKAP-13) (AKAP-Lbc),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
A2AIV8,CARD9_MOUSE,Caspase recruitment domain-containing protein 9,Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q8CFI7,RPB2_MOUSE,DNA-directed RNA polymerase II subunit RPB2 (EC 2.7.7.6) (DNA-directed RNA polymerase II 140 kDa polypeptide) (DNA-directed RNA polymerase II subunit B) (RNA polymerase II subunit 2) (RNA polymerase II subunit B2),Mus musculus (Mouse),"['Olfactory Bulb', 'Medulla']",[],[],[]
Q61292,LAMB2_MOUSE,Laminin subunit beta-2 (Laminin-11 subunit beta) (Laminin-14 subunit beta) (Laminin-15 subunit beta) (Laminin-3 subunit beta) (Laminin-4 subunit beta) (Laminin-7 subunit beta) (Laminin-9 subunit beta) (S-laminin subunit beta) (S-LAM beta),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q9D662,SC23B_MOUSE,Protein transport protein Sec23B (SEC23-related protein B),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
E9PVA8,GCN1_MOUSE,eIF-2-alpha kinase activator GCN1 (GCN1 eIF-2-alpha kinase activator homolog) (GCN1-like protein 1) (General control of amino-acid synthesis 1-like protein 1) (Translational activator GCN1),Mus musculus (Mouse),"['Olfactory Bulb', 'Cerebellum', 'Medulla']",[],[],[]
Q6ZWQ7,SPCS3_MOUSE,Signal peptidase complex subunit 3 (EC 3.4.-.-) (Microsomal signal peptidase 22/23 kDa subunit) (SPC22/23) (SPase 22/23 kDa subunit),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q91Z96,BMP2K_MOUSE,BMP-2-inducible protein kinase (BIKe) (EC 2.7.11.1),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q7M759,AB17B_MOUSE,Alpha/beta hydrolase domain-containing protein 17B (Abhydrolase domain-containing protein 17B) (EC 3.1.2.22),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q9QZQ1,AFAD_MOUSE,Afadin (Afadin adherens junction formation factor) (Protein Af-6),Mus musculus (Mouse),"['Olfactory Bulb', 'Medulla']",[],[],[]
Q6A098,SBP2L_MOUSE,Selenocysteine insertion sequence-binding protein 2-like (SECIS-binding protein 2-like),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
P07742,RIR1_MOUSE,Ribonucleoside-diphosphate reductase large subunit (EC 1.17.4.1) (Ribonucleoside-diphosphate reductase subunit M1) (Ribonucleotide reductase large subunit),Mus musculus (Mouse),"['Olfactory Bulb', 'Thalamus']",[],[],[]
P55258,RAB8A_MOUSE,Ras-related protein Rab-8A (Oncogene c-mel),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
O35309,NMI_MOUSE,N-myc-interactor (Nmi) (N-myc and STAT interactor),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q62417,SRBS1_MOUSE,Sorbin and SH3 domain-containing protein 1 (Ponsin) (SH3 domain protein 5) (SH3P12) (c-Cbl-associated protein) (CAP),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
O08739,AMPD3_MOUSE,AMP deaminase 3 (EC 3.5.4.6) (AMP deaminase H-type) (AMP deaminase isoform E) (Heart-type AMPD),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q6GQT5,T151A_MOUSE,Transmembrane protein 151A,Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q80TQ5,PKHM2_MOUSE,Pleckstrin homology domain-containing family M member 2 (PH domain-containing family M member 2),Mus musculus (Mouse),"['Olfactory Bulb', 'Cerebellum']",[],[],[]
Q8K2X3,STN1_MOUSE,CST complex subunit STN1 (Alpha-accessory factor of 44 kDa) (AAF-44) (AAF44) (Oligonucleotide/oligosaccharide-binding fold-containing protein 1) (Suppressor of cdc thirteen homolog),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q9CZ62,CEP97_MOUSE,Centrosomal protein of 97 kDa (Cep97) (Leucine-rich repeat and IQ domain-containing protein 2),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
P58158,B3GA3_MOUSE,"Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3 (EC 2.4.1.135) (Beta-1,3-glucuronyltransferase 3) (Glucuronosyltransferase I) (GlcAT-I) (UDP-GlcUA:Gal beta-1,3-Gal-R glucuronyltransferase) (GlcUAT-I)",Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q8BFW4,TRI65_MOUSE,Tripartite motif-containing protein 65,Mus musculus (Mouse),"['Olfactory Bulb', 'Medulla']",[],[],[]
Q02257,PLAK_MOUSE,Junction plakoglobin (Desmoplakin III) (Desmoplakin-3),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
E9PXF8,MTMRD_MOUSE,Myotubularin-related protein 13 (Inactive phosphatidylinositol 3-phosphatase 13) (SET-binding factor 2),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q9Z1T1,AP3B1_MOUSE,AP-3 complex subunit beta-1 (Adaptor protein complex AP-3 subunit beta-1) (Adaptor-related protein complex 3 subunit beta-1) (Beta-3A-adaptin) (Clathrin assembly protein complex 3 beta-1 large chain),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q8C3P7,MTA70_MOUSE,N6-adenosine-methyltransferase subunit METTL3 (EC 2.1.1.348) (Methyltransferase-like protein 3) (N6-adenosine-methyltransferase 70 kDa subunit) (MT-A70),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q9D5J6,SHPK_MOUSE,Sedoheptulokinase (SHK) (EC 2.7.1.14) (Carbohydrate kinase-like protein),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q9DC61,MPPA_MOUSE,Mitochondrial-processing peptidase subunit alpha (Alpha-MPP) (Inactive zinc metalloprotease alpha) (P-55),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q9JII1,INP5E_MOUSE,"Phosphatidylinositol polyphosphate 5-phosphatase type IV (72 kDa inositol polyphosphate 5-phosphatase) (Inositol polyphosphate-5-phosphatase E) (Phosphatidylinositol 4,5-bisphosphate 5-phosphatase) (EC 3.1.3.36) (Phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase) (EC 3.1.3.86)",Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
O35887,CALU_MOUSE,Calumenin (Crocalbin),Mus musculus (Mouse),"['Olfactory Bulb', 'Cerebellum']",[],[],[]
Q9DB25,ALG5_MOUSE,Dolichyl-phosphate beta-glucosyltransferase (DolP-glucosyltransferase) (EC 2.4.1.117) (Asparagine-linked glycosylation protein 5 homolog),Mus musculus (Mouse),"['Olfactory Bulb', 'Cerebellum']",[],[],[]
Q9JIL5,TULP4_MOUSE,Tubby-related protein 4 (Tubby superfamily protein) (Tubby-like protein 4),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
E9PYK3,PARP4_MOUSE,Protein mono-ADP-ribosyltransferase PARP4 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 4) (ARTD4) (Poly [ADP-ribose] polymerase 4) (PARP-4) (Vault poly(ADP-ribose) polymerase) (VPARP) (mVparp),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q60520,SIN3A_MOUSE,Paired amphipathic helix protein Sin3a (Histone deacetylase complex subunit Sin3a) (Transcriptional corepressor Sin3a),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q6P5E6,GGA2_MOUSE,"ADP-ribosylation factor-binding protein GGA2 (Gamma-adaptin-related protein 2) (Golgi-localized, gamma ear-containing, ARF-binding protein 2)",Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
E9Q7G0,NUMA1_MOUSE,Nuclear mitotic apparatus protein 1 (Nuclear mitotic apparatus protein) (NuMA protein),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q9Z0U1,ZO2_MOUSE,Tight junction protein ZO-2 (Tight junction protein 2) (Zona occludens protein 2) (Zonula occludens protein 2),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
O35594,IFT81_MOUSE,Intraflagellar transport protein 81 homolog (Carnitine deficiency-associated protein expressed in ventricle 1) (CDV-1),Mus musculus (Mouse),"['Olfactory Bulb', 'Cerebellum']",[],[],[]
Q9DBX3,SUSD2_MOUSE,Sushi domain-containing protein 2,Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
P70380,IL18_MOUSE,Interleukin-18 (IL-18) (Interferon gamma-inducing factor) (IFN-gamma-inducing factor) (Interleukin-1 gamma) (IL-1 gamma),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q9CQC6,BZW1_MOUSE,Basic leucine zipper and W2 domain-containing protein 1,Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q9CQS5,RIOK2_MOUSE,Serine/threonine-protein kinase RIO2 (EC 2.7.11.1) (RIO kinase 2),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q07646,MEST_MOUSE,Mesoderm-specific transcript protein (EC 3.-.-.-) (Paternally-expressed gene 1 protein),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q7TPV4,MBB1A_MOUSE,Myb-binding protein 1A (Myb-binding protein of 160 kDa),Mus musculus (Mouse),"['Olfactory Bulb', 'Cerebellum', 'Medulla']",[],[],[]
Q921I2,KLDC4_MOUSE,Kelch domain-containing protein 4,Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q571I9,A16A1_MOUSE,Aldehyde dehydrogenase family 16 member A1,Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q8VCB2,MED25_MOUSE,Mediator of RNA polymerase II transcription subunit 25 (Mediator complex subunit 25) (mMED25),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q8VCS6,MED9_MOUSE,Mediator of RNA polymerase II transcription subunit 9 (Mediator complex subunit 9),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q3UMR5,MCU_MOUSE,"Calcium uniporter protein, mitochondrial",Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
P49722,PSA2_MOUSE,Proteasome subunit alpha type-2 (Macropain subunit C3) (Multicatalytic endopeptidase complex subunit C3) (Proteasome component C3),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q9CWM4,PFD1_MOUSE,Prefoldin subunit 1,Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q8BGS2,BOLA2_MOUSE,BolA-like protein 2,Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q8BMB3,IF4E2_MOUSE,Eukaryotic translation initiation factor 4E type 2 (eIF-4E type 2) (eIF4E type 2) (eIF4E-2) (mRNA cap-binding protein type 2) (Eukaryotic translation initiation factor 4E-like 3) (eIF4E-like protein 4E-LP),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q6P9K9,NRX3A_MOUSE,Neurexin-3 (Neurexin III-alpha) (Neurexin-3-alpha),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q8C985,NRX3B_MOUSE,"Neurexin-3-beta (Neurexin III-beta) [Cleaved into: Neurexin-3-beta, soluble form Neurexin-3-beta, C-terminal fragment (NRXN3-CTF)]",Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
O35166,GOSR2_MOUSE,Golgi SNAP receptor complex member 2 (27 kDa Golgi SNARE protein) (Membrin),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q8BHB9,CLIC6_MOUSE,Chloride intracellular channel protein 6,Mus musculus (Mouse),"['Olfactory Bulb', 'Medulla']",[],[],[]
P97300,NPTN_MOUSE,Neuroplastin (Stromal cell-derived receptor 1) (SDR-1),Mus musculus (Mouse),"['Olfactory Bulb', 'Cerebellum']",[],[],[]
Q8BIV3,RNBP6_MOUSE,Ran-binding protein 6 (RanBP6),Mus musculus (Mouse),"['Olfactory Bulb', 'Cerebellum']",[],[],[]
Q8BH55,THNS1_MOUSE,Threonine synthase-like 1 (TSH1),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q9D6M3,GHC1_MOUSE,Mitochondrial glutamate carrier 1 (GC-1) (Glutamate/H(+) symporter 1) (Solute carrier family 25 member 22),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
E9Q7X7,NRX2A_MOUSE,Neurexin-2 (Neurexin II-alpha) (Neurexin-2-alpha),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
P62307,RUXF_MOUSE,Small nuclear ribonucleoprotein F (snRNP-F) (Sm protein F) (Sm-F) (SmF),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q8C7M3,TRIM9_MOUSE,E3 ubiquitin-protein ligase TRIM9 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase TRIM9) (Tripartite motif-containing protein 9),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
P03893,NU2M_MOUSE,NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q62425,NDUA4_MOUSE,Cytochrome c oxidase subunit NDUFA4,Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q8R0A7,K0513_MOUSE,Uncharacterized protein KIAA0513,Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q8K3J1,NDUS8_MOUSE,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial (EC 7.1.1.2) (Complex I-23kD) (CI-23kD) (NADH-ubiquinone oxidoreductase 23 kDa subunit)",Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q9CQZ1,HSBP1_MOUSE,Heat shock factor-binding protein 1,Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q9Z140,CPNE6_MOUSE,Copine-6 (Copine VI) (Neuronal-copine) (N-copine),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q8BNY6,NCS1_MOUSE,Neuronal calcium sensor 1 (NCS-1) (Frequenin homolog),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q9D8Y1,T126A_MOUSE,Transmembrane protein 126A,Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q3TDK6,ROGDI_MOUSE,Protein rogdi homolog (Leucine-zipper-containing LZF),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
O08749,DLDH_MOUSE,"Dihydrolipoyl dehydrogenase, mitochondrial (EC 1.8.1.4) (Dihydrolipoamide dehydrogenase)",Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
P97411,ICA69_MOUSE,Islet cell autoantigen 1 (69 kDa islet cell autoantigen) (ICA69) (Islet cell autoantigen p69) (ICAp69) (p69),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q9DAS9,GBG12_MOUSE,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12,Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q9D6J5,NDUB8_MOUSE,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial (Complex I-ASHI) (CI-ASHI) (NADH-ubiquinone oxidoreductase ASHI subunit)",Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
P97470,PP4C_MOUSE,Serine/threonine-protein phosphatase 4 catalytic subunit (PP4C) (Pp4) (EC 3.1.3.16) (Protein phosphatase X) (PP-X),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q91WG7,DGKG_MOUSE,Diacylglycerol kinase gamma (DAG kinase gamma) (EC 2.7.1.107) (88 kDa diacylglycerol kinase) (Diglyceride kinase gamma) (DGK-gamma),Mus musculus (Mouse),"['Olfactory Bulb', 'Hippocampus']",[],[],[]
Q99J95,CDK9_MOUSE,Cyclin-dependent kinase 9 (EC 2.7.11.22) (EC 2.7.11.23) (Cell division protein kinase 9),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q8BR86,KIRR3_MOUSE,Kin of IRRE-like protein 3 (Kin of irregular chiasm-like protein 3) (Nephrin-like protein 2) (mKirre) [Cleaved into: Processed kin of IRRE-like protein 3],Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q9CPW3,RM54_MOUSE,"39S ribosomal protein L54, mitochondrial (L54mt) (MRP-L54)",Mus musculus (Mouse),"['Olfactory Bulb', 'Cerebellum']",[],[],[]
Q9CQI3,GMFB_MOUSE,Glia maturation factor beta (GMF-beta),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q9R1P1,PSB3_MOUSE,Proteasome subunit beta type-3 (Proteasome chain 13) (Proteasome component C10-II) (Proteasome theta chain),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q91VR7,MLP3A_MOUSE,Microtubule-associated proteins 1A/1B light chain 3A (Autophagy-related protein LC3 A) (Autophagy-related ubiquitin-like modifier LC3 A) (MAP1 light chain 3-like protein 1) (MAP1A/MAP1B light chain 3 A) (MAP1A/MAP1B LC3 A) (Microtubule-associated protein 1 light chain 3 alpha),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q9CX86,ROA0_MOUSE,Heterogeneous nuclear ribonucleoprotein A0 (hnRNP A0),Mus musculus (Mouse),"['Olfactory Bulb', 'Cerebellum']",[],[],[]
P60603,ROMO1_MOUSE,Reactive oxygen species modulator 1 (ROS modulator 1) (Protein MGR2 homolog),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q9R0Q6,ARC1A_MOUSE,Actin-related protein 2/3 complex subunit 1A (SOP2-like protein) (Sid 329),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q9CQR4,ACO13_MOUSE,Acyl-coenzyme A thioesterase 13 (Acyl-CoA thioesterase 13) (EC 3.1.2.-) (Hotdog-fold thioesterase superfamily member 2) (Palmitoyl-CoA hydrolase) (EC 3.1.2.2) (Thioesterase superfamily member 2) (THEM2),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
P21126,UBL4A_MOUSE,Ubiquitin-like protein 4A (Ubiquitin-like protein GDX),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q62277,SYPH_MOUSE,Synaptophysin (BM89 antigen) (Major synaptic vesicle protein p38),Mus musculus (Mouse),"['Olfactory Bulb', 'Medulla']",[],[],[]
Q01063,PDE4D_MOUSE,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D (EC 3.1.4.53) (DPDE3)",Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q9JLZ3,AUHM_MOUSE,"Methylglutaconyl-CoA hydratase, mitochondrial (EC 4.2.1.18) (AU-specific RNA-binding enoyl-CoA hydratase) (AU-binding enoyl-CoA hydratase) (muAUH) (Itaconyl-CoA hydratase) (EC 4.2.1.56)",Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q8R2U4,NTM1A_MOUSE,"N-terminal Xaa-Pro-Lys N-methyltransferase 1 (EC 2.1.1.244) (Alpha N-terminal protein methyltransferase 1A) (Methyltransferase-like protein 11A) (X-Pro-Lys N-terminal protein methyltransferase 1A) (NTM1A) [Cleaved into: N-terminal Xaa-Pro-Lys N-methyltransferase 1, N-terminally processed]",Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
O89114,DNJB5_MOUSE,DnaJ homolog subfamily B member 5 (Heat shock protein Hsp40-3) (Heat shock protein cognate 40) (Hsc40),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q9DC69,NDUA9_MOUSE,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial (Complex I-39kD) (CI-39kD) (NADH-ubiquinone oxidoreductase 39 kDa subunit)",Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q9D6J6,NDUV2_MOUSE,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial (EC 7.1.1.2) (NADH-ubiquinone oxidoreductase 24 kDa subunit)",Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q9CQ79,TXND9_MOUSE,Thioredoxin domain-containing protein 9 (ATP-binding protein associated with cell differentiation),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q8K0Z7,TACO1_MOUSE,Translational activator of cytochrome c oxidase 1 (Coiled-coil domain-containing protein 44) (Translational activator of mitochondrially-encoded cytochrome c oxidase 1),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
B1ARD6,SLFN9_MOUSE,Schlafen family member 9 (EC 3.1.-.-) (Schlafen-9),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q5SVL6,RPGP2_MOUSE,Rap1 GTPase-activating protein 2 (Rap1GAP2) (GTPase-activating Rap/Ran-GAP domain-like protein 4),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q62407,SPEG_MOUSE,Striated muscle-specific serine/threonine-protein kinase (EC 2.7.11.1) (Aortic preferentially expressed protein 1) (APEG-1),Mus musculus (Mouse),"['Olfactory Bulb', 'Hippocampus', 'Medulla']",[],[],[]
P00405,COX2_MOUSE,Cytochrome c oxidase subunit 2 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide II),Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
Q8VDN4,CCD92_MOUSE,Coiled-coil domain-containing protein 92,Mus musculus (Mouse),['Olfactory Bulb'],[],[],[]
P56942,MCH_MOUSE,Pro-MCH [Cleaved into: Neuropeptide-glycine-glutamic acid (NGE) (Neuropeptide G-E) Neuropeptide-glutamic acid-isoleucine (NEI) (Neuropeptide E-I) Melanin-concentrating hormone (MCH)],Mus musculus (Mouse),"['Olfactory Bulb', 'Medulla']",[],[],[]
