Uniprot Entry,Accession Name,Organism,Keywords,GO Cellular Components,GO ID CC,GO Molecular Function,GO ID MF,GO Biological Process,GO ID BP,Name
Q3UGZ4,Q3UGZ4_MOUSE,Mus musculus (Mouse),"ECO:0000256|PIRNR:PIRNR002297}, Actin-binding {ECO:0000256|ARBA:ARBA00023203,, Repeat {ECO:0000256|ARBA:ARBA00022737}, Cytoskeleton {ECO:0000256|PIRNR:PIRNR002297},  Coiled coil {ECO:0000256|SAM:Coils}, Actin capping {ECO:0000256|ARBA:ARBA00022467,, Cytoplasm {ECO:0000256|PIRNR:PIRNR002297}","Golgi membrane ISO, cytosol ISO, plasma membrane ISO, cell junction ISO, perinuclear region of cytoplasm ISO, photoreceptor inner segment ISO, glutamatergic synapse IDA, synaptic vesicle ISO, endosome ISO, neuronal cell body IDA, spectrin ISO, presynapse IDA, apical plasma membrane IDA","GO:0030054, GO:0043025, GO:0008091, GO:0098978, GO:0016324, GO:0005768, GO:0005886, GO:0098793, GO:0000139, GO:0048471, GO:0005829, GO:0008021, GO:0001917","phospholipid binding IEA, actin binding IEA, structural constituent of synapse IDA, structural constituent of cytoskeleton IEA","GO:0003779, GO:0005543, GO:0098918, GO:0005200","multicellular organism growth IMP, actin filament capping IEA, cerebellar Purkinje cell layer morphogenesis IMP, vesicle-mediated transport ISO, synaptic vesicle exocytosis ISO, adult behavior IMP, synapse assembly IMP","GO:0030534, GO:0007416, GO:0016079, GO:0016192, GO:0021692, GO:0035264, GO:0051693",Spectrin beta chain {ECO:0000256|PIRNR:PIRNR002297}
Q3UH19,Q3UH19_MOUSE,Mus musculus (Mouse),"Cell membrane {ECO:0000256|ARBA:ARBA00022475}, Methylation {ECO:0000256|ARBA:ARBA00022481}, Cytoplasm {ECO:0000256|RuleBase:RU000686}, Isopeptide bond {ECO:0000256|ARBA:ARBA00022499}, Microtubule {ECO:0000256|RuleBase:RU000686}, Acetylation {ECO:0000256|ARBA:ARBA00022990}, Cell projection {ECO:0000256|ARBA:ARBA00023273}, Ubl conjugation {ECO:0000256|ARBA:ARBA00022843}, Membrane {ECO:0000256|ARBA:ARBA00022475}, Cytoskeleton {ECO:0000256|RuleBase:RU000686}","plasma membrane IEA, dendrite IEA, cytosol IEA, microtubule IEA, axon IEA","GO:0005886, GO:0005829, GO:0030424, GO:0030425, GO:0005874",microtubule binding IEA,GO:0008017,,,Microtubule-associated protein {ECO:0000256|RuleBase:RU000686}
Q3UID0,Q3UID0_MOUSE,Mus musculus (Mouse),"Proteomics identification {ECO:0000213|EPD:Q3UID0,, Phosphoprotein {ECO:0000256|ARBA:ARBA00022553}, Isopeptide bond {ECO:0000256|ARBA:ARBA00022499}, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Ubl conjugation {ECO:0000256|ARBA:ARBA00022843}, ECO:0000213|MaxQB:Q3UID0, ECO:0000213|PeptideAtlas:Q3UID0}","nBAF complex IEA, npBAF complex IEA, SWI/SNF complex IEA","GO:0071564, GO:0016514, GO:0071565",,,,,
Q3UJK6,Q3UJK6_MOUSE,Mus musculus (Mouse),"NAD {ECO:0000256|ARBA:ARBA00023027, ECO:0000256|PIRNR:PIRNR037938,, ECO:0000256|PIRSR:PIRSR037938-3}, Zinc {ECO:0000256|PIRNR:PIRNR037938, ECO:0000256|PIRSR:PIRSR037938-3}, ECO:0000256|PIRSR:PIRSR037938-2}, Metal-binding {ECO:0000256|PIRNR:PIRNR037938,, Transferase {ECO:0000256|ARBA:ARBA00022679, ECO:0000256|PIRNR:PIRNR037938}",,,"transferase activity IEA, zinc ion binding IEA, NAD+ binding IEA, NAD-dependent histone deacetylase activity IEA","GO:0070403, GO:0016740, GO:0017136, GO:0008270",,,NAD-dependent protein deacetylase {ECO:0000256|PIRNR:PIRNR037938}
Q3UJL7,Q3UJL7_MOUSE,Mus musculus (Mouse),"Polyamine biosynthesis {ECO:0000256|PROSITE-ProRule:PRU00354}, ProRule:PRU00354, ECO:0000256|RuleBase:RU003836}, Transferase {ECO:0000256|ARBA:ARBA00022679, ECO:0000256|PROSITE-",,,transferase activity IEA,GO:0016740,polyamine biosynthetic process IEA,GO:0006596,PABS domain-containing protein {ECO:0000259|PROSITE:PS51006}
Q3UJQ2,Q3UJQ2_MOUSE,Mus musculus (Mouse),"Acetylation {ECO:0000256|ARBA:ARBA00022990}, Lipid metabolism {ECO:0000256|ARBA:ARBA00023166}, Sterol metabolism {ECO:0000256|ARBA:ARBA00023166}, Steroid metabolism {ECO:0000256|ARBA:ARBA00023166}",,,hydroxymethylglutaryl-CoA synthase activity IEA,GO:0004421,isoprenoid biosynthetic process IEA,GO:0008299,HMG_CoA_synt_C domain-containing protein {ECO:0000259|Pfam:PF08540}
Q3UJQ9,Q3UJQ9_MOUSE,Mus musculus (Mouse),"Transit peptide {ECO:0000256|ARBA:ARBA00022946}, ECO:0000213|MaxQB:Q3UJQ9, ECO:0000213|PeptideAtlas:Q3UJQ9}, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Mitochondrion {ECO:0000256|ARBA:ARBA00023128,, ECO:0000256|PIRNR:PIRNR000858}, Proteomics identification {ECO:0000213|EPD:Q3UJQ9,, Transferase {ECO:0000256|ARBA:ARBA00022679, ECO:0000256|PIRNR:PIRNR000858}",mitochondrion IEA,GO:0005739,3-oxoacid CoA-transferase activity IEA,GO:0008260,ketone body catabolic process IEA,GO:0046952,Succinyl-CoA:3-ketoacid-coenzyme A transferase {ECO:0000256|PIRNR:PIRNR000858}
Q3UJW9,Q3UJW9_MOUSE,Mus musculus (Mouse),"NADP {ECO:0000256|ARBA:ARBA00022857}, Oxidoreductase {ECO:0000256|ARBA:ARBA00023002}",,,oxidoreductase activity IEA,GO:0016491,,,Aldo_ket_red domain-containing protein {ECO:0000259|Pfam:PF00248}
Q3UK06,Q3UK06_MOUSE,Mus musculus (Mouse),"ECO:0000256|RuleBase:RU000461}, Iron {ECO:0000256|ARBA:ARBA00022617, ECO:0000256|RuleBase:RU000461}, Heme {ECO:0000256|ARBA:ARBA00022617, ECO:0000256|RuleBase:RU000461}, Oxidoreductase {ECO:0000256|ARBA:ARBA00023033,, Monooxygenase {ECO:0000256|ARBA:ARBA00023033,, Metal-binding {ECO:0000256|ARBA:ARBA00022617,",,,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen IEA, iron ion binding IEA, monooxygenase activity IEA, heme binding IEA","GO:0004497, GO:0005506, GO:0016705, GO:0020037",,,
Q3UK08,Q3UK08_MOUSE,Mus musculus (Mouse),"ProRule:PRU00644}, Endosome {ECO:0000256|ARBA:ARBA00022753}, Protein transport {ECO:0000256|ARBA:ARBA00022927, ECO:0000256|PROSITE-, Coiled coil {ECO:0000256|ARBA:ARBA00023054, ECO:0000256|SAM:Coils}, Transport {ECO:0000256|ARBA:ARBA00022927, ECO:0000256|PROSITE-",endosome IEA,GO:0005768,,,"cellular protein modification process IEA, protein transport IEA","GO:0006464, GO:0015031",
Q3UK68,Q3UK68_MOUSE,Mus musculus (Mouse),,nascent polypeptide-associated complex IEA,GO:0005854,,,,,NAC-A/B domain-containing protein {ECO:0000259|PROSITE:PS51151}
Q3UK81,Q3UK81_MOUSE,Mus musculus (Mouse),"Coiled coil {ECO:0000256|SAM:Coils}, Cilium biogenesis/degradation {ECO:0000256|ARBA:ARBA00022794}, Transport {ECO:0000256|ARBA:ARBA00023065}, Ion transport {ECO:0000256|ARBA:ARBA00023065}",,,ATPase-coupled transmembrane transporter activity IEA,GO:0042626,"ion transport IEA, cell projection organization IEA","GO:0006811, GO:0030030",V-type proton ATPase subunit D {ECO:0000256|ARBA:ARBA00013417}
Q3UL78,Q3UL78_MOUSE,Mus musculus (Mouse),,,,"GTPase activity IEA, GTP binding IEA","GO:0005525, GO:0003924",small GTPase mediated signal transduction IEA,GO:0007264,
Q3ULB0,Q3ULB0_MOUSE,Mus musculus (Mouse),"Coiled coil {ECO:0000256|SAM:Coils}, ECO:0000213|MaxQB:Q3ULB0, ECO:0000213|PeptideAtlas:Q3ULB0}, Zinc-finger {ECO:0000256|PROSITE-ProRule:PRU00042}, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Metal-binding {ECO:0000256|PROSITE-ProRule:PRU00042}, Zinc {ECO:0000256|PROSITE-ProRule:PRU00042}, Proteomics identification {ECO:0000213|EPD:Q3ULB0,, RNA-binding {ECO:0000256|PROSITE-ProRule:PRU00176}",nucleus IDA,GO:0005634,RNA binding IBA,GO:0003723,"mRNA splicing, via spliceosome IBA",GO:0000398,
Q3ULT7,Q3ULT7_MOUSE,Mus musculus (Mouse),"Coiled coil {ECO:0000256|ARBA:ARBA00023054, ECO:0000256|SAM:Coils}, Cytoplasm {ECO:0000256|ARBA:ARBA00023212}, Cytoskeleton {ECO:0000256|ARBA:ARBA00023212}","microtubule organizing center IEA, cytoplasm IEA","GO:0005737, GO:0005815",molecular adaptor activity IEA,GO:0060090,signal transduction IEA,GO:0007165,
Q3UM23,Q3UM23_MOUSE,Mus musculus (Mouse),"Repeat {ECO:0000256|ARBA:ARBA00022737}, Acetylation {ECO:0000256|ARBA:ARBA00022990}, Coiled coil {ECO:0000256|SAM:Coils}, Cytoplasm {ECO:0000256|ARBA:ARBA00022490}",cytoplasm IEA,GO:0005737,,,,,Ribonuclease inhibitor {ECO:0000256|ARBA:ARBA00014554}
Q3UMW7,MAPK3_MOUSE,Mus musculus (Mouse)," Reference proteome, Nucleotide-binding,  ATP-binding,  Phosphoprotein, Serine/threonine-protein kinase,  Alternative splicing,  Nucleus,  Cytoplasm, Acetylation,  Kinase,  Transferase","cytoplasm IBA, nucleoplasm ISO, nucleus IBA","GO:0005737, GO:0005634, GO:0005654","calmodulin binding IBA, ATP binding IEA, mitogen-activated protein kinase binding IBA, protein serine/threonine kinase activity ISS, calcium-dependent protein serine/threonine kinase activity IBA","GO:0004674, GO:0009931, GO:0005516, GO:0051019, GO:0005524","toll-like receptor signaling pathway IMP, macropinocytosis IMP, peptidyl-serine phosphorylation ISO, response to lipopolysaccharide IMP, protein autophosphorylation IBA, response to cytokine ISS, intracellular signal transduction IBA","GO:0035556, GO:0002224, GO:0032496, GO:0034097, GO:0046777, GO:0044351, GO:0018105",MAP kinase-activated protein kinase 3
Q3UN04,UBP30_MOUSE,Mus musculus (Mouse)," Mitochondrion,  Reference proteome,  Isopeptide bond, Transmembrane,  Transmembrane helix, Ubl conjugation pathway, Hydrolase, Mitochondrion outer membrane,  Thiol protease,  Protease,  Membrane,  Ubl conjugation","integral component of membrane IEA, nucleus IBA, mitochondrion IDA, cytosol IBA, mitochondrial outer membrane ISS","GO:0016021, GO:0005741, GO:0005739, GO:0005634, GO:0005829","cysteine-type endopeptidase activity ISS, thiol-dependent ubiquitin-specific protease activity IMP","GO:0004843, GO:0004197","protein K11-linked deubiquitination ISS, protein K6-linked deubiquitination ISS, protein deubiquitination IMP, mitochondrial fusion IMP, autophagy of mitochondrion ISS, ubiquitin-dependent protein catabolic process IEA, negative regulation of mitophagy ISO","GO:0000422, GO:0016579, GO:0044313, GO:0035871, GO:0006511, GO:0008053, GO:1901525",Ubiquitin carboxyl-terminal hydrolase 30
Q3UN28,Q3UN28_MOUSE,Mus musculus (Mouse),"Coiled coil {ECO:0000256|SAM:Coils}, Secreted {ECO:0000256|ARBA:ARBA00022525}, Disulfide bond {ECO:0000256|ARBA:ARBA00023157}","secretory granule IEA, extracellular region IEA","GO:0005576, GO:0030141",,,,,
Q3UNN1,Q3UNN1_MOUSE,Mus musculus (Mouse),"Flagellum {ECO:0000256|ARBA:ARBA00022846}, Chromosome {ECO:0000256|ARBA:ARBA00022454}, Centromere {ECO:0000256|ARBA:ARBA00023328}, Spermatogenesis {ECO:0000256|ARBA:ARBA00022871}, Cilium {ECO:0000256|ARBA:ARBA00022846}, Nucleotide-binding {ECO:0000256|RuleBase:RU004560}, Cell projection {ECO:0000256|ARBA:ARBA00022846}, Cytoskeleton {ECO:0000256|ARBA:ARBA00023212}, Kinetochore {ECO:0000256|ARBA:ARBA00022838}, Cytoplasm {ECO:0000256|ARBA:ARBA00023212}, Coiled coil {ECO:0000256|ARBA:ARBA00023054, ECO:0000256|SAM:Coils}, GTP-binding {ECO:0000256|RuleBase:RU004560}, Differentiation {ECO:0000256|ARBA:ARBA00022871}","condensed chromosome kinetochore IEA, cleavage furrow IEA, midbody IEA, septin complex IEA, spindle IEA, motile cilium IEA","GO:0031105, GO:0005819, GO:0000777, GO:0030496, GO:0032154, GO:0031514",GTP binding IEA,GO:0005525,spermatogenesis IEA,GO:0007283,Septin-7 {ECO:0000256|ARBA:ARBA00018906}
Q3UP40,Q3UP40_MOUSE,Mus musculus (Mouse),"ECO:0000213|MaxQB:Q3UP40, ECO:0000213|PeptideAtlas:Q3UP40}, ProRule:PRU01077},  Phosphoprotein {ECO:0000256|ARBA:ARBA00022553}, Coiled coil {ECO:0000256|ARBA:ARBA00023054, ECO:0000256|PROSITE-, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Proteomics identification {ECO:0000213|EPD:Q3UP40,","early endosome IEA, cytoplasmic vesicle membrane IEA","GO:0030659, GO:0005769",,,"plasma membrane tubulation IEA, actin cytoskeleton organization IEA, caveola assembly IEA","GO:0070836, GO:0030036, GO:0097320",
Q3UQD0,Q3UQD0_MOUSE,Mus musculus (Mouse),"Mitochondrion outer membrane {ECO:0000256|ARBA:ARBA00022787}, Mitochondrion {ECO:0000256|ARBA:ARBA00022787}, Protein transport {ECO:0000256|ARBA:ARBA00022927}, Transmembrane beta strand {ECO:0000256|ARBA:ARBA00022452}, Transport {ECO:0000256|ARBA:ARBA00022927}, Transmembrane {ECO:0000256|ARBA:ARBA00022452}, Membrane {ECO:0000256|ARBA:ARBA00022452, ECO:0000256|ARBA:ARBA00022787}","mitochondrial outer membrane IEA, integral component of membrane IEA","GO:0016021, GO:0005741",protein transmembrane transporter activity IEA,GO:0008320,protein import into mitochondrial matrix IEA,GO:0030150,
Q3UQH3,Q3UQH3_MOUSE,Mus musculus (Mouse),"Transmembrane {ECO:0000256|SAM:Phobius}, Coiled coil {ECO:0000256|SAM:Coils}, Transmembrane helix {ECO:0000256|SAM:Phobius},  Membrane {ECO:0000256|SAM:Phobius}",integral component of membrane IEA,GO:0016021,,,,,
Q3UQM5,Q3UQM5_MOUSE,Mus musculus (Mouse),,,,,,oxidation-reduction process IEA,GO:0055114,
Q3URM4,Q3URM4_MOUSE,Mus musculus (Mouse),Signal {ECO:0000256|SAM:SignalP},,,,,,,Thioredoxin domain-containing protein {ECO:0000259|PROSITE:PS51352}
Q3URZ9,Q3URZ9_MOUSE,Mus musculus (Mouse),"Signal {ECO:0000256|ARBA:ARBA00022729}, Transmembrane {ECO:0000256|SAM:Phobius}, Membrane {ECO:0000256|SAM:Phobius},  Repeat {ECO:0000256|ARBA:ARBA00022737}, Glycoprotein {ECO:0000256|ARBA:ARBA00023180}, Transmembrane helix {ECO:0000256|SAM:Phobius}",integral component of membrane IEA,GO:0016021,,,,,
Q3USC3,Q3USC3_MOUSE,Mus musculus (Mouse),,,,"GTPase activity IEA, GTP binding IEA","GO:0005525, GO:0003924",,,
Q3USC7,Q3USC7_MOUSE,Mus musculus (Mouse),"Reference proteome {ECO:0000313|Proteomes:UP000000589}, Membrane {ECO:0000256|SAM:Phobius}, Transmembrane {ECO:0000256|SAM:Phobius}, ECO:0000213|PeptideAtlas:Q3USC7}, Transmembrane helix {ECO:0000256|SAM:Phobius}, Coiled coil {ECO:0000256|ARBA:ARBA00023054, ECO:0000256|SAM:Coils}, Proteomics identification {ECO:0000213|MaxQB:Q3USC7,",integral component of membrane IEA,GO:0016021,,,,,
Q3USJ2,Q3USJ2_MOUSE,Mus musculus (Mouse),,,,,,,,
Q3UTC0,Q3UTC0_MOUSE,Mus musculus (Mouse),Reference proteome {ECO:0000313|Proteomes:UP000000589},cytoplasm IBA,GO:0005737,,,"positive regulation of cell population proliferation IEA, negative regulation of apoptotic process IEA, negative regulation of transcription, DNA-templated IEA, negative regulation of cell differentiation IEA","GO:0008284, GO:0045892, GO:0043066, GO:0045596",
Q3UTI7,Q3UTI7_MOUSE,Mus musculus (Mouse),"Isomerase {ECO:0000256|PROSITE-ProRule:PRU00278,, ECO:0000256|RuleBase:RU363014}, Rotamase {ECO:0000256|PROSITE-ProRule:PRU00278,",,,peptidyl-prolyl cis-trans isomerase activity IEA,GO:0003755,,,Peptidyl-prolyl cis-trans isomerase {ECO:0000256|RuleBase:RU363014}
Q3UTV3,Q3UTV3_MOUSE,Mus musculus (Mouse),"Membrane {ECO:0000256|SAM:Phobius}, Coiled coil {ECO:0000256|ARBA:ARBA00023054, ECO:0000256|SAM:Coils}, Transmembrane {ECO:0000256|SAM:Phobius}, Transmembrane helix {ECO:0000256|SAM:Phobius}",integral component of membrane IEA,GO:0016021,,,,,
Q3UU34,Q3UU34_MOUSE,Mus musculus (Mouse),"ProRule:PRU00332}, RNA-binding {ECO:0000256|ARBA:ARBA00022884, ECO:0000256|PROSITE-",,,RNA binding IEA,GO:0003723,,,HTH La-type RNA-binding domain-containing protein {ECO:0000259|PROSITE:PS50961}
Q3UUF0,Q3UUF0_MOUSE,Mus musculus (Mouse),,,,"oleamide hydrolase activity IEA, fatty acid amide hydrolase activity IEA, anandamide amidohydrolase activity IEA","GO:0102077, GO:0103073, GO:0017064",,,Fatty acid amide hydrolase {ECO:0000256|ARBA:ARBA00012112}
Q3UUF8,AN34B_MOUSE,Mus musculus (Mouse)," Reference proteome, ANK repeat,  Repeat,  Cytoplasm,  Nucleus,  Phosphoprotein","nucleus IEA, cytoplasm IEA","GO:0005737, GO:0005634",,,,,Ankyrin repeat domain-containing protein 34B
Q3UUU4,Q3UUU4_MOUSE,Mus musculus (Mouse),"Coiled coil {ECO:0000256|SAM:Coils}, Nucleotide-binding {ECO:0000256|RuleBase:RU004560}, Cytoskeleton {ECO:0000256|ARBA:ARBA00023212}, Cytoplasm {ECO:0000256|ARBA:ARBA00023212}, GTP-binding {ECO:0000256|RuleBase:RU004560}",septin complex IEA,GO:0031105,GTP binding IEA,GO:0005525,,,Septin-type G domain-containing protein {ECO:0000259|PROSITE:PS51719}
Q3UVI9,Q3UVI9_MOUSE,Mus musculus (Mouse),"Nucleotide-binding {ECO:0000256|ARBA:ARBA00022840, ECO:0000256|PROSITE-,  Coiled coil {ECO:0000256|SAM:Coils}, ATP-binding {ECO:0000256|ARBA:ARBA00022840, ECO:0000256|PROSITE-, ProRule:PRU00434}",,,"ATPase activity IEA, ATP binding IEA","GO:0005524, GO:0016887",,,
Q3UVR0,Q3UVR0_MOUSE,Mus musculus (Mouse),Coiled coil {ECO:0000256|SAM:Coils},,,,,,,
Q3UVW2,FT,Mus musculus (Mouse),"Cell membrane {ECO:0000256|ARBA:ARBA00022475}, Disulfide bond {ECO:0000256|ARBA:ARBA00023157,, Cell junction {ECO:0000256|ARBA:ARBA00023257}, Chloride channel {ECO:0000256|ARBA:ARBA00023173}, Postsynaptic cell membrane {ECO:0000256|ARBA:ARBA00023257}, Signal {ECO:0000256|ARBA:ARBA00022729, ECO:0000256|RuleBase:RU000687}, Ion transport {ECO:0000256|ARBA:ARBA00023173}, Ion channel {ECO:0000256|ARBA:ARBA00023173}, ECO:0000256|PIRSR:PIRSR605437-50}, ECO:0000256|ARBA:ARBA00023257, ECO:0000256|RuleBase:RU000687}, Transmembrane helix {ECO:0000256|ARBA:ARBA00022989,, Chloride {ECO:0000256|ARBA:ARBA00023173}, Glycoprotein {ECO:0000256|ARBA:ARBA00023180}, Membrane {ECO:0000256|ARBA:ARBA00022475, ECO:0000256|ARBA:ARBA00022989,,  Transport {ECO:0000256|ARBA:ARBA00023173}, Transmembrane {ECO:0000256|ARBA:ARBA00022989,, Synapse {ECO:0000256|ARBA:ARBA00023257}, ECO:0000256|RuleBase:RU000687}","chloride channel complex IEA, postsynaptic membrane IEA","GO:0034707, GO:0045211","GABA-A receptor activity IEA, chloride channel activity IEA, extracellular ligand-gated ion channel activity IEA","GO:0005230, GO:0004890, GO:0005254",gamma-aminobutyric acid signaling pathway IEA,GO:0007214,
Q3UWP8,FT,Mus musculus (Mouse),"Signal {ECO:0000256|ARBA:ARBA00022729, ECO:0000256|RuleBase:RU362126}, Metal-binding {ECO:0000256|PIRSR:PIRSR002356-2}, Chaperone {ECO:0000256|ARBA:ARBA00023186, ECO:0000256|RuleBase:RU362126}, Calcium {ECO:0000256|PIRSR:PIRSR002356-2}, ECO:0000256|RuleBase:RU362126}, Repeat {ECO:0000256|ARBA:ARBA00022737}, Endoplasmic reticulum {ECO:0000256|ARBA:ARBA00022824,",endoplasmic reticulum lumen IEA,GO:0005788,"calcium ion binding IEA, unfolded protein binding IEA","GO:0005509, GO:0051082",protein folding IEA,GO:0006457,
Q3UWS9,Q3UWS9_MOUSE,Mus musculus (Mouse),"ECO:0000256|RuleBase:RU366011}, Redox-active center {ECO:0000256|RuleBase:RU366011}, Peroxidase {ECO:0000256|ARBA:ARBA00022559, ECO:0000256|RuleBase:RU366011}, Antioxidant {ECO:0000256|ARBA:ARBA00022862, ECO:0000256|RuleBase:RU366011}, Oxidoreductase {ECO:0000256|ARBA:ARBA00022559,",peroxisomal matrix IEA,GO:0005782,peroxidase activity IEA,GO:0004601,,,Peroxiredoxin-5 {ECO:0000256|RuleBase:RU366011}
Q3UWW4,Q3UWW4_MOUSE,Mus musculus (Mouse),"Calcium transport {ECO:0000256|ARBA:ARBA00022568}, Antiport {ECO:0000256|ARBA:ARBA00022449}, Ion transport {ECO:0000256|ARBA:ARBA00022568}, Calcium {ECO:0000256|ARBA:ARBA00022568}, Transport {ECO:0000256|ARBA:ARBA00022449, ECO:0000256|ARBA:ARBA00022568}, Transmembrane helix {ECO:0000256|ARBA:ARBA00022989,, Membrane {ECO:0000256|ARBA:ARBA00022989, ECO:0000256|SAM:Phobius}, Transmembrane {ECO:0000256|ARBA:ARBA00022989, ECO:0000256|SAM:Phobius}, ECO:0000256|SAM:Phobius}","integral component of plasma membrane IBA, membrane IDA, intrinsic component of plasma membrane ISO, plasma membrane ISO","GO:0005887, GO:0016020, GO:0005886, GO:0031226","calcium, potassium, calcium channel activity IDA","GO:0008273, GO:0005262","ion transmembrane transport ISO, memory IMP, visual perception IEA, calcium ion transport IDA, cellular calcium ion homeostasis IMP, calcium ion import across plasma membrane ISO, protein-containing complex assembly ISO, potassium ion transmembrane transport ISO, long-term synaptic depression IMP, calcium ion transmembrane transport ISO, sodium ion transmembrane transport ISO, learning IMP, long-term synaptic potentiation IMP","GO:0060292, GO:0007601, GO:0071805, GO:0060291, GO:0006874, GO:0070588, GO:0006816, GO:0065003, GO:0007612, GO:0035725, GO:0007613, GO:0098703, GO:0034220",Na_Ca_ex domain-containing protein {ECO:0000259|Pfam:PF01699}
Q3UXH8,Q3UXH8_MOUSE,Mus musculus (Mouse),"Hydrolase {ECO:0000256|ARBA:ARBA00022801}, Chromatin regulator {ECO:0000256|ARBA:ARBA00022853}, Repressor {ECO:0000256|ARBA:ARBA00022491}, Metal-binding {ECO:0000256|PIRSR:PIRSR037913-3}",nucleus IEA,GO:0005634,"metal ion binding IEA, NAD-dependent histone deacetylase activity (H3-K14 specific) IEA","GO:0032041, GO:0046872",,,Histone deacetylase {ECO:0000256|ARBA:ARBA00012111}
Q3UXI9,Q3UXI9_MOUSE,Mus musculus (Mouse),,,,,,,,DZF domain-containing protein {ECO:0000259|PROSITE:PS51703}
Q3UXY8,Q3UXY8_MOUSE,Mus musculus (Mouse),"Neuropeptide {ECO:0000256|ARBA:ARBA00023320}, Opioid peptide {ECO:0000256|ARBA:ARBA00022901}, Secreted {ECO:0000256|ARBA:ARBA00022525}, Cleavage on pair of basic residues {ECO:0000256|ARBA:ARBA00022685}",extracellular region IEA,GO:0005576,opioid peptide activity IEA,GO:0001515,neuropeptide signaling pathway IEA,GO:0007218,Leu-enkephalin {ECO:0000256|ARBA:ARBA00015468}
Q3UY58,Q3UY58_MOUSE,Mus musculus (Mouse),,cytoskeleton IEA,GO:0005856,cytoskeletal protein binding IEA,GO:0008092,,,FERM domain-containing protein {ECO:0000259|PROSITE:PS50057}
Q3UYB8,Q3UYB8_MOUSE,Mus musculus (Mouse),"Coiled coil {ECO:0000256|ARBA:ARBA00023054, ECO:0000256|SAM:Coils}, Intermediate filament {ECO:0000256|ARBA:ARBA00022754}",intermediate filament IEA,GO:0005882,structural molecule activity IEA,GO:0005198,intermediate filament cytoskeleton organization IEA,GO:0045104,IF rod domain-containing protein {ECO:0000259|PROSITE:PS51842}
Q3UYN2,Q3UYN2_MOUSE,Mus musculus (Mouse),"Reference proteome {ECO:0000313|Proteomes:UP000000589}, ECO:0000213|PeptideAtlas:Q3UYN2}, Calcium {ECO:0000256|ARBA:ARBA00022837}, Proteomics identification {ECO:0000213|MaxQB:Q3UYN2,",,,,,,,
Q3UZJ4,Q3UZJ4_MOUSE,Mus musculus (Mouse),"Reference proteome {ECO:0000313|Proteomes:UP000000589}, Coiled coil {ECO:0000256|SAM:Coils}, ECO:0000213|MaxQB:Q3UZJ4, ECO:0000213|PeptideAtlas:Q3UZJ4}, Proteomics identification {ECO:0000213|EPD:Q3UZJ4,",protein phosphatase type 2A complex IEA,GO:0000159,protein phosphatase regulator activity IEA,GO:0019888,signal transduction IEA,GO:0007165,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit {ECO:0000256|PIRNR:PIRNR028043}
