,Uniprot Entry,Accession Name,Organism,Keywords,GO Cellular Components,GO ID CC,GO Molecular Function,GO ID MF,GO Biological Process,GO ID BP,Name,Biological Process Label,Molecular Function Label,Cellular Component Label
565,Q3KNM9,Q3KNM9_MOUSE,Mus musculus (Mouse),"Membrane {ECO:0000256|ARBA:ARBA00022989, ECO:0000256|RuleBase:RU363021}, Mitochondrion {ECO:0000256|RuleBase:RU363021}, ECO:0000256|RuleBase:RU363021}, Mitochondrion inner membrane {ECO:0000256|RuleBase:RU363021}, Transmembrane helix {ECO:0000256|ARBA:ARBA00022989,, Transmembrane {ECO:0000256|ARBA:ARBA00022989,",MICOS complex IEA,GO:0061617,,,cristae formation IEA,GO:0042407,MICOS complex subunit {ECO:0000256|RuleBase:RU363021},GO:0009987,,"GO:0098796, GO:0098798"
566,Q3T992,Q3T992_MOUSE,Mus musculus (Mouse),,,,,,,,,,,
567,Q3T9H2,Q3T9H2_MOUSE,Mus musculus (Mouse),RNA-binding {ECO:0000256|PROSITE-ProRule:PRU00266},,,"adenosine deaminase activity IEA, RNA binding IEA","GO:0004000, GO:0003723",RNA processing IEA,GO:0006396,,"GO:0008152, GO:0009987","GO:0005488, GO:0003824",
568,Q3T9X3,Q3T9X3_MOUSE,Mus musculus (Mouse),"Cytoskeleton {ECO:0000256|ARBA:ARBA00023212}, ECO:0000213|MaxQB:Q3T9X3, ECO:0000213|PeptideAtlas:Q3T9X3}, Nucleotide-binding {ECO:0000256|ARBA:ARBA00023134,, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Microtubule {ECO:0000256|ARBA:ARBA00022701}, GTP-binding {ECO:0000256|ARBA:ARBA00023134, ECO:0000256|RuleBase:RU003932}, Motor protein {ECO:0000256|ARBA:ARBA00023175}, Hydrolase {ECO:0000256|ARBA:ARBA00022801}, Cytoplasm {ECO:0000256|ARBA:ARBA00023212}, ECO:0000256|RuleBase:RU003932}, Proteomics identification {ECO:0000213|EPD:Q3T9X3,, Coiled coil {ECO:0000256|SAM:Coils}, Endocytosis {ECO:0000256|ARBA:ARBA00022583}",microtubule IEA,GO:0005874,"GTPase activity IEA, GTP binding IEA","GO:0003924, GO:0005525",endocytosis IEA,GO:0006897,Dynamin GTPase {ECO:0000256|ARBA:ARBA00011980},"GO:0051179, GO:0009987","GO:0005488, GO:0003824",GO:0099080
569,Q3T9Y8,Q3T9Y8_MOUSE,Mus musculus (Mouse),"Initiation factor {ECO:0000256|ARBA:ARBA00022540, ECO:0000256|HAMAP-, Protein biosynthesis {ECO:0000256|ARBA:ARBA00022540, ECO:0000256|HAMAP-, WD repeat {ECO:0000256|ARBA:ARBA00022574, ECO:0000256|PROSITE-, Rule:MF_03008}, Cytoplasm {ECO:0000256|HAMAP-Rule:MF_03008},  Phosphoprotein {ECO:0000256|HAMAP-Rule:MF_03008}, ProRule:PRU00221},  Repeat {ECO:0000256|ARBA:ARBA00022737}","eukaryotic 48S preinitiation complex IEA, eukaryotic translation initiation factor 3 complex IEA, eukaryotic 43S preinitiation complex IEA","GO:0033290, GO:0005852, GO:0016282",translation initiation factor activity IEA,GO:0003743,formation of cytoplasmic translation initiation complex IEA,GO:0001732,Eukaryotic translation initiation factor 3 subunit I {ECO:0000256|HAMAP-Rule:MF_03008},GO:0009987,"GO:0005488, GO:0045182",GO:1990904
570,Q3TA19,Q3TA19_MOUSE,Mus musculus (Mouse),"Ion transport {ECO:0000256|ARBA:ARBA00022681},  Transport {ECO:0000256|ARBA:ARBA00022681}, Membrane {ECO:0000256|ARBA:ARBA00022989, ECO:0000256|RuleBase:RU362035}, Anion exchange {ECO:0000256|ARBA:ARBA00022681}, Transmembrane helix {ECO:0000256|ARBA:ARBA00022989,, ECO:0000256|RuleBase:RU362035}, Transmembrane {ECO:0000256|ARBA:ARBA00022989,",integral component of membrane IEA,GO:0016021,"anion, inorganic anion exchanger activity IEA","GO:0015301, GO:0005452",,,Anion exchange protein {ECO:0000256|RuleBase:RU362035},,GO:0005215,
571,Q3TA31,Q3TA31_MOUSE,Mus musculus (Mouse),"Membrane {ECO:0000256|SAM:Phobius}, Transmembrane helix {ECO:0000256|SAM:Phobius}, Transmembrane {ECO:0000256|SAM:Phobius}",integral component of membrane IEA,GO:0016021,"phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity IEA",GO:0043813,phosphatidylinositol dephosphorylation IEA,GO:0046856,SAC domain-containing protein {ECO:0000259|PROSITE:PS50275},"GO:0008152, GO:0009987",GO:0003824,
572,Q3TAB3,Q3TAB3_MOUSE,Mus musculus (Mouse),"Membrane {ECO:0000256|SAM:Phobius}, Transmembrane helix {ECO:0000256|SAM:Phobius}, Transmembrane {ECO:0000256|SAM:Phobius}",integral component of membrane IEA,GO:0016021,,,"positive regulation of I-kappaB kinase/NF-kappaB signaling IEA, negative regulation of apoptotic process IEA, positive regulation of angiogenesis IEA","GO:0043123, GO:0043066, GO:0045766",,GO:0065007,,
573,Q3TB65,Q3TB65_MOUSE,Mus musculus (Mouse),"Zinc {ECO:0000256|ARBA:ARBA00022833, ECO:0000256|RuleBase:RU003435}, Metalloprotease {ECO:0000256|ARBA:ARBA00023049,, ECO:0000256|RuleBase:RU003435}, Acetylation {ECO:0000256|ARBA:ARBA00022990}, Protease {ECO:0000256|ARBA:ARBA00023049, ECO:0000256|RuleBase:RU003435}, Metal-binding {ECO:0000256|ARBA:ARBA00022723,, Hydrolase {ECO:0000256|ARBA:ARBA00023049, ECO:0000256|RuleBase:RU003435}",,,"metalloendopeptidase activity IEA, metal ion binding IEA","GO:0046872, GO:0004222",,,Peptidase_M3 domain-containing protein {ECO:0000259|Pfam:PF01432},,"GO:0005488, GO:0003824",
574,Q3TBC1,Q3TBC1_MOUSE,Mus musculus (Mouse),"Repeat {ECO:0000256|ARBA:ARBA00022737}, Actin-binding {ECO:0000256|ARBA:ARBA00023203}",,,actin filament binding IEA,GO:0051015,,,,,GO:0005488,
575,Q3TBR4,Q3TBR4_MOUSE,Mus musculus (Mouse),RNA-binding {ECO:0000256|ARBA:ARBA00022884},,,RNA binding IEA,GO:0003723,,,RRM_8 domain-containing protein {ECO:0000259|Pfam:PF11835},,GO:0005488,
576,Q3TBV3,Q3TBV3_MOUSE,Mus musculus (Mouse),"Membrane {ECO:0000256|SAM:Phobius}, Transmembrane helix {ECO:0000256|SAM:Phobius}, Transmembrane {ECO:0000256|SAM:Phobius}",integral component of membrane IEA,GO:0016021,,,,,RDD domain-containing protein {ECO:0000259|Pfam:PF06271},,,
577,Q3TCK3,Q3TCK3_MOUSE,Mus musculus (Mouse),"Protein transport {ECO:0000256|ARBA:ARBA00022927}, Metal-binding {ECO:0000256|ARBA:ARBA00022723}, Membrane {ECO:0000256|ARBA:ARBA00022475},  Cell membrane {ECO:0000256|ARBA:ARBA00022475}, ATP-binding {ECO:0000256|ARBA:ARBA00022840}, Cell projection {ECO:0000256|ARBA:ARBA00023069}, Nucleotide-binding {ECO:0000256|ARBA:ARBA00022840}, Coiled coil {ECO:0000256|SAM:Coils}, Calcium {ECO:0000256|ARBA:ARBA00022837, ECO:0000256|PROSITE-, Cilium {ECO:0000256|ARBA:ARBA00023069}, Endosome {ECO:0000256|ARBA:ARBA00022753}, Cilium biogenesis/degradation {ECO:0000256|ARBA:ARBA00022794}, ProRule:PRU00448}, Transport {ECO:0000256|ARBA:ARBA00022927}","recycling endosome membrane IEA, ciliary membrane IEA","GO:0055038, GO:0060170","calcium ion binding IEA, ATP binding IEA, GTP binding IEA","GO:0005509, GO:0005524, GO:0005525","protein transport IEA, cell projection organization IEA, endocytic recycling IEA","GO:0030030, GO:0032456, GO:0015031",,"GO:0051179, GO:0009987",GO:0005488,"GO:0031090, GO:0098590"
578,Q3TCL2,Q3TCL2_MOUSE,Mus musculus (Mouse),"Oxidoreductase {ECO:0000256|ARBA:ARBA00023002}, NADP {ECO:0000256|ARBA:ARBA00022857}",,,oxidoreductase activity IEA,GO:0016491,,,Aldo_ket_red domain-containing protein {ECO:0000259|Pfam:PF00248},,GO:0003824,
579,Q3TCS0,Q3TCS0_MOUSE,Mus musculus (Mouse),Hydrolase {ECO:0000256|ARBA:ARBA00022801},,,serine-type endopeptidase activity IEA,GO:0004252,,,Post-proline cleaving enzyme {ECO:0000256|ARBA:ARBA00018799},,GO:0003824,
580,Q3TD51,Q3TD51_MOUSE,Mus musculus (Mouse),Coiled coil {ECO:0000256|SAM:Coils},"membrane IEA, clathrin-coated vesicle IEA","GO:0030136, GO:0016020","1-phosphatidylinositol binding IEA, clathrin binding IEA","GO:0005545, GO:0030276","endocytosis IEA, clathrin coat assembly IEA","GO:0048268, GO:0006897",ENTH domain-containing protein {ECO:0000259|PROSITE:PS50942},"GO:0051179, GO:0009987",GO:0005488,GO:0043227
581,Q3TDG9,Q3TDG9_MOUSE,Mus musculus (Mouse),"Transmembrane helix {ECO:0000256|SAM:Phobius}, Coiled coil {ECO:0000256|ARBA:ARBA00023054, ECO:0000256|PROSITE-, Membrane {ECO:0000256|SAM:Phobius}, Transmembrane {ECO:0000256|SAM:Phobius}, ProRule:PRU00202, ECO:0000256|SAM:Coils}",integral component of membrane IEA,GO:0016021,SNAP receptor activity IEA,GO:0005484,"vesicle-mediated transport IEA, intracellular protein transport IEA","GO:0006886, GO:0016192",t-SNARE coiled-coil homology domain-containing protein {ECO:0000259|PROSITE:PS50192},"GO:0051179, GO:0009987",GO:0060090,
582,Q3TDI5,Q3TDI5_MOUSE,Mus musculus (Mouse),Peroxisome biogenesis {ECO:0000256|ARBA:ARBA00022593},peroxisomal membrane IEA,GO:0005778,,,peroxisome organization IEA,GO:0007031,Peroxin-19 {ECO:0000256|ARBA:ARBA00018445},GO:0009987,,"GO:0031090, GO:0043229, GO:0043227"
583,Q3TDM2,Q3TDM2_MOUSE,Mus musculus (Mouse),"Nucleotide-binding {ECO:0000256|ARBA:ARBA00022840,, Transferase {ECO:0000256|RuleBase:RU000304}, Serine/threonine-protein kinase {ECO:0000256|RuleBase:RU000304}, ECO:0000256|RuleBase:RU000304}, ATP-binding {ECO:0000256|ARBA:ARBA00022840, ECO:0000256|RuleBase:RU000304}, Kinase {ECO:0000256|RuleBase:RU000304}",,,"protein serine/threonine kinase activity IEA, ATP binding IEA","GO:0004674, GO:0005524",,,Protein kinase domain-containing protein {ECO:0000259|PROSITE:PS50011},,"GO:0005488, GO:0003824",
584,Q3TDS9,Q3TDS9_MOUSE,Mus musculus (Mouse),"Ribonucleoprotein {ECO:0000256|ARBA:ARBA00022980}, Translation regulation {ECO:0000256|ARBA:ARBA00022845}, Ribosomal protein {ECO:0000256|ARBA:ARBA00022980}, Citrullination {ECO:0000256|ARBA:ARBA00022934}",large ribosomal subunit IEA,GO:0015934,structural constituent of ribosome IEA,GO:0003735,"regulation of translation IEA, translation IEA","GO:0006412, GO:0006417",60S ribosomal protein L13a {ECO:0000256|ARBA:ARBA00017672},"GO:0008152, GO:0065007, GO:0009987",GO:0005198,GO:1990904
585,Q3TDT0,Q3TDT0_MOUSE,Mus musculus (Mouse),"ECO:0000213|MaxQB:Q3TDT0, ECO:0000213|PeptideAtlas:Q3TDT0},  Phosphoprotein {ECO:0000256|ARBA:ARBA00022553}, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-, ProRule:PRU00024}, Cytoplasm {ECO:0000256|ARBA:ARBA00022490}, Repeat {ECO:0000256|ARBA:ARBA00022737}, Metal-binding {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-, Proteomics identification {ECO:0000213|EPD:Q3TDT0,, Coiled coil {ECO:0000256|SAM:Coils}, Zinc {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-ProRule:PRU00024}",cytoplasm IEA,GO:0005737,zinc ion binding IEA,GO:0008270,,,,,GO:0005488,
586,Q3TE06,Q3TE06_MOUSE,Mus musculus (Mouse),"Repeat {ECO:0000256|ARBA:ARBA00022737}, ProRule:PRU00221}, WD repeat {ECO:0000256|ARBA:ARBA00022574, ECO:0000256|PROSITE-",,,,,,,WD_REPEATS_REGION domain-containing protein {ECO:0000259|PROSITE:PS50294},,,
587,Q3TE85,Q3TE85_MOUSE,Mus musculus (Mouse),"Transcription regulation {ECO:0000256|ARBA:ARBA00023015}, Phosphoprotein {ECO:0000256|ARBA:ARBA00022553}, Chromosome {ECO:0000256|ARBA:ARBA00022454}, ADP-ribosylation {ECO:0000256|ARBA:ARBA00022765}, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Methylation {ECO:0000256|ARBA:ARBA00022481}, ECO:0000213|MaxQB:Q3TE85, ECO:0000213|PeptideAtlas:Q3TE85}, Isopeptide bond {ECO:0000256|ARBA:ARBA00022499}, Repeat {ECO:0000256|ARBA:ARBA00022737}, Transcription {ECO:0000256|ARBA:ARBA00023015}, Nucleus {ECO:0000256|ARBA:ARBA00023242}, Ubl conjugation {ECO:0000256|ARBA:ARBA00022843}, Proteomics identification {ECO:0000213|EPD:Q3TE85,","nucleus IEA, chromatin IEA","GO:0000785, GO:0005634",DNA binding IEA,GO:0003677,"regulation of transcription, DNA-templated IEA",GO:0006355,High mobility group AT-hook protein 1 {ECO:0000256|ARBA:ARBA00015197},GO:0065007,GO:0005488,"GO:0043229, GO:0043227"
588,Q3TEA5,Q3TEA5_MOUSE,Mus musculus (Mouse),"Coiled coil {ECO:0000256|SAM:Coils}, Nucleus {ECO:0000256|ARBA:ARBA00023242}","COP9 signalosome IEA, cytoplasm IEA","GO:0005737, GO:0008180",,,,,COP9 signalosome complex subunit 3 {ECO:0000256|ARBA:ARBA00014878},,,GO:0140513
589,Q3TED3,Q3TED3_MOUSE,Mus musculus (Mouse),"ATP-binding {ECO:0000256|ARBA:ARBA00022840, ECO:0000256|PIRNR:PIRNR036511}, Lipid biosynthesis {ECO:0000256|ARBA:ARBA00022516,, Nucleotide-binding {ECO:0000256|ARBA:ARBA00022840,, Phosphoprotein {ECO:0000256|ARBA:ARBA00022553}, Transferase {ECO:0000256|ARBA:ARBA00022679, ECO:0000256|PIRNR:PIRNR036511}, Cytoplasm {ECO:0000256|ARBA:ARBA00022490, ECO:0000256|PIRNR:PIRNR036511}, Magnesium {ECO:0000256|ARBA:ARBA00022842, ECO:0000256|PIRNR:PIRNR036511}, ECO:0000256|PIRNR:PIRNR036511}, Metal-binding {ECO:0000256|ARBA:ARBA00022723,, Lipid metabolism {ECO:0000256|ARBA:ARBA00022516,",cytosol IEA,GO:0005829,"ATP citrate synthase activity IEA, metal ion binding IEA, ATP binding IEA","GO:0005524, GO:0046872, GO:0003878","acetyl-CoA biosynthetic process IEA, lipid metabolic process IEA, citrate metabolic process IEA","GO:0006629, GO:0006101, GO:0006085",ATP-citrate synthase {ECO:0000256|PIRNR:PIRNR036511},"GO:0008152, GO:0009987","GO:0005488, GO:0003824",
590,Q3TEL0,Q3TEL0_MOUSE,Mus musculus (Mouse),"Signal {ECO:0000256|ARBA:ARBA00022729, ECO:0000256|SAM:SignalP}, Hydrolase {ECO:0000256|ARBA:ARBA00022801}",,,palmitoyl-(protein) hydrolase activity IEA,GO:0008474,protein depalmitoylation IEA,GO:0002084,Palmitoyl-protein hydrolase 1 {ECO:0000256|ARBA:ARBA00021877},"GO:0008152, GO:0009987",GO:0003824,
591,Q3TEN9,Q3TEN9_MOUSE,Mus musculus (Mouse),"Glycerol metabolism {ECO:0000256|ARBA:ARBA00022798}, Mitochondrion {ECO:0000256|ARBA:ARBA00022787}, Kinase {ECO:0000256|RuleBase:RU003733}, Membrane {ECO:0000256|ARBA:ARBA00022787}, Mitochondrion outer membrane {ECO:0000256|ARBA:ARBA00022787}, ATP-binding {ECO:0000256|ARBA:ARBA00022840}, Nucleotide-binding {ECO:0000256|ARBA:ARBA00022840}, Transferase {ECO:0000256|RuleBase:RU003733}",mitochondrial outer membrane IEA,GO:0005741,"glycerol kinase activity IEA, ATP binding IEA","GO:0004370, GO:0005524","glycerol catabolic process IEA, glycerol-3-phosphate metabolic process IEA","GO:0006072, GO:0019563",Glycerol kinase {ECO:0000256|ARBA:ARBA00012099},"GO:0008152, GO:0009987","GO:0005488, GO:0003824","GO:0031090, GO:0019867"
592,Q3TER0,Q3TER0_MOUSE,Mus musculus (Mouse),"Coiled coil {ECO:0000256|SAM:Coils}, Membrane {ECO:0000256|ARBA:ARBA00023136}",caveola IEA,GO:0005901,,,termination of RNA polymerase I transcription IEA,GO:0006363,,"GO:0008152, GO:0009987",,"GO:0098857, GO:0098590"
593,Q3TET3,Q3TET3_MOUSE,Mus musculus (Mouse),"Calcium/phospholipid-binding {ECO:0000256|RuleBase:RU003540}, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Annexin {ECO:0000256|ARBA:ARBA00023216, ECO:0000256|RuleBase:RU003540}, Proteomics identification {ECO:0000213|EPD:Q3TET3,, Calcium {ECO:0000256|RuleBase:RU003540}, Repeat {ECO:0000256|ARBA:ARBA00022737, ECO:0000256|RuleBase:RU003540}, ECO:0000213|MaxQB:Q3TET3, ECO:0000213|PeptideAtlas:Q3TET3}",,,"calcium ion binding IEA, phospholipase inhibitor activity IEA, calcium-dependent phospholipid binding IEA","GO:0005509, GO:0004859, GO:0005544",,,Annexin {ECO:0000256|RuleBase:RU003540},,"GO:0005488, GO:0098772",
594,Q3TEX7,Q3TEX7_MOUSE,Mus musculus (Mouse),"Coiled coil {ECO:0000256|ARBA:ARBA00023054, ECO:0000256|SAM:Coils}, Membrane {ECO:0000256|ARBA:ARBA00022787, ECO:0000256|ARBA:ARBA00022989,,  Mitochondrion {ECO:0000256|ARBA:ARBA00022787}, Hydrolase {ECO:0000256|ARBA:ARBA00022801}, ECO:0000256|SAM:Phobius}, Mitochondrion outer membrane {ECO:0000256|ARBA:ARBA00022787}, Nucleotide-binding {ECO:0000256|ARBA:ARBA00022741}, Transmembrane helix {ECO:0000256|ARBA:ARBA00022989,, Transmembrane {ECO:0000256|ARBA:ARBA00022989, ECO:0000256|SAM:Phobius}","integral component of membrane IEA, mitochondrial outer membrane IEA","GO:0016021, GO:0005741","GTPase activity IEA, GTP binding IEA","GO:0003924, GO:0005525","negative regulation of smooth muscle cell proliferation IEA, mitochondrial fusion IEA","GO:0008053, GO:0048662",Dynamin-type G domain-containing protein {ECO:0000259|PROSITE:PS51718},"GO:0065007, GO:0009987","GO:0005488, GO:0003824","GO:0031090, GO:0019867"
595,Q3TF84,Q3TF84_MOUSE,Mus musculus (Mouse),"Leucine-rich repeat {ECO:0000256|ARBA:ARBA00022614}, Repeat {ECO:0000256|ARBA:ARBA00022737}",,,,,,,,,,
596,Q3TF87,Q3TF87_MOUSE,Mus musculus (Mouse),"Nucleotide-binding {ECO:0000256|ARBA:ARBA00022741}, Protein biosynthesis {ECO:0000256|ARBA:ARBA00022917}",cytoplasm IEA,GO:0005737,"aspartate-tRNA ligase activity IEA, ATP binding IEA, nucleic acid binding IEA","GO:0005524, GO:0003676, GO:0004815",aspartyl-tRNA aminoacylation IEA,GO:0006422,"Aspartate--tRNA ligase, cytoplasmic {ECO:0000256|ARBA:ARBA00018853}","GO:0008152, GO:0009987","GO:0005488, GO:0003824",
597,Q3TFB5,Q3TFB5_MOUSE,Mus musculus (Mouse),,,,catalytic activity IEA,GO:0003824,carbohydrate biosynthetic process IEA,GO:0016051,NeuB domain-containing protein {ECO:0000259|Pfam:PF03102},GO:0008152,,
598,Q3TFE8,Q3TFE8_MOUSE,Mus musculus (Mouse),"Transport {ECO:0000256|ARBA:ARBA00022927}, Protein transport {ECO:0000256|ARBA:ARBA00022927}, Cytoplasm {ECO:0000256|ARBA:ARBA00022490}",cytoplasm IEA,GO:0005737,Ran GTPase binding IEA,GO:0008536,protein import into nucleus IEA,GO:0006606,Importin N-terminal domain-containing protein {ECO:0000259|PROSITE:PS50166},"GO:0051179, GO:0009987",GO:0005488,
599,Q3TFF0,Q3TFF0_MOUSE,Mus musculus (Mouse),"Zinc {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-ProRule:PRU00546}, Membrane {ECO:0000256|ARBA:ARBA00023136}, Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-, ProRule:PRU00546}, Repeat {ECO:0000256|ARBA:ARBA00022737}, Metal-binding {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-,  Methylation {ECO:0000256|ARBA:ARBA00022481}",,,"unfolded protein binding IEA, metal ion binding IEA, ATP binding IEA, heat shock protein binding IEA","GO:0005524, GO:0046872, GO:0051082, GO:0031072","protein folding IEA, response to heat IEA","GO:0006457, GO:0009408",,"GO:0050896, GO:0009987",GO:0005488,
600,Q3TFP8,Q3TFP8_MOUSE,Mus musculus (Mouse),Signal {ECO:0000256|SAM:SignalP},,,,,,,Cytochrome b5 heme-binding domain-containing protein {ECO:0000259|SMART:SM01117},,,
601,Q3TFQ8,Q3TFQ8_MOUSE,Mus musculus (Mouse),"Transferase {ECO:0000256|ARBA:ARBA00022676, ECO:0000256|RuleBase:RU000587}, ECO:0000256|PIRSR:PIRSR000460-1, ECO:0000256|RuleBase:RU000587}, Pyridoxal phosphate {ECO:0000256|ARBA:ARBA00022898,, Allosteric enzyme {ECO:0000256|ARBA:ARBA00022533}, Glycosyltransferase {ECO:0000256|ARBA:ARBA00022676,, Carbohydrate metabolism {ECO:0000256|ARBA:ARBA00022600}, Glycogen metabolism {ECO:0000256|ARBA:ARBA00022600}, ECO:0000256|RuleBase:RU000587}",,,"pyridoxal phosphate binding IEA, SHG alpha-glucan phosphorylase activity IEA, glycogen phosphorylase activity IEA, linear malto-oligosaccharide phosphorylase activity IEA","GO:0008184, GO:0030170, GO:0102499, GO:0102250",glycogen metabolic process IEA,GO:0005977,"Alpha-1,4 glucan phosphorylase {ECO:0000256|RuleBase:RU000587}","GO:0008152, GO:0009987","GO:0005488, GO:0003824",
602,Q3TFU6,Q3TFU6_MOUSE,Mus musculus (Mouse),"Chromosome {ECO:0000256|ARBA:ARBA00023269, ECO:0000256|RuleBase:RU003767},  Nucleus {ECO:0000256|RuleBase:RU003767}, DNA-binding {ECO:0000256|ARBA:ARBA00023269, ECO:0000256|RuleBase:RU003767}, Ubl conjugation {ECO:0000256|ARBA:ARBA00022843}, Nucleosome core {ECO:0000256|ARBA:ARBA00023269,, ECO:0000256|RuleBase:RU003767}","nucleosome IEA, nucleus IEA","GO:0000786, GO:0005634","DNA binding IEA, protein heterodimerization activity IEA","GO:0003677, GO:0046982",,,Histone H2A {ECO:0000256|RuleBase:RU003767},,GO:0005488,"GO:0032993, GO:0044815, GO:0043229, GO:0043227"
603,Q3TG12,Q3TG12_MOUSE,Mus musculus (Mouse),"Aminoacyl-tRNA synthetase {ECO:0000256|ARBA:ARBA00023146}, ATP-binding {ECO:0000256|ARBA:ARBA00022840}, Protein biosynthesis {ECO:0000256|ARBA:ARBA00022917}, Nucleotide-binding {ECO:0000256|ARBA:ARBA00022840}, Ligase {ECO:0000256|ARBA:ARBA00023146}",cytoplasm IEA,GO:0005737,"magnesium ion binding IEA, phenylalanine-tRNA ligase activity IEA, ATP binding IEA, RNA binding IEA","GO:0005524, GO:0000287, GO:0004826, GO:0003723",phenylalanyl-tRNA aminoacylation IEA,GO:0006432,Phenylalanyl-tRNA synthetase beta subunit {ECO:0000256|ARBA:ARBA00015239},"GO:0008152, GO:0009987","GO:0005488, GO:0003824",
